"Kod";"Nazwa";"Zakres terytorialny";"Miejsce zamieszkania / zameldowania";"Stan na dzień";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"1997";30662;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"1998";30648;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"1999";30498;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2000";30054;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2001";29818;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2002";29676;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2003";29361;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2004";29145;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2005";29002;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2006";28737;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2007";28521;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2008";28354;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2009";28243;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2010";27848;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2011";27724;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2012";27557;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2013";27365;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2014";27259;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2015";27132;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2016";26987;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2017";26846;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2018";26746;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2019";26588;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2020";25813;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2021";25471;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2022";25132;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2023";24863;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2024";24631;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2025";24350;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"1995";33217;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"1996";32988;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"1997";32763;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"1998";32722;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"1999";32647;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2000";32480;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2001";32370;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2002";32136;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2003";31828;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2004";31530;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2005";31428;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2006";31194;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2007";30973;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2008";30842;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2009";30633;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2010";30183;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2011";30059;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2012";29853;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2013";29582;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2014";29414;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2015";29272;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2016";29056;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2017";28957;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2018";28881;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2019";28737;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2020";27684;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2021";27399;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2022";27054;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2023";26779;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2024";26540;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2025";26224;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"1995";63895;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"1996";63701;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"1997";63449;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"1998";63229;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"1999";62684;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2000";62345;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2001";62034;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2002";61524;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2003";60878;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2004";60585;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2005";60199;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2006";59764;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2007";59354;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2008";59032;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2009";58732;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2010";57919;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2011";57583;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2012";57256;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2013";56828;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2014";56608;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2015";56174;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2016";55915;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2017";55748;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2018";55524;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2019";55237;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2020";53171;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2021";52518;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2022";51910;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2023";51443;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2024";50875;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2025";50374;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"1995";30829;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"1996";30790;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"1997";30672;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"1998";30556;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"1999";30121;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2000";29910;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2001";29767;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2002";29552;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2003";29225;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2004";29088;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2005";28879;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2006";28666;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2007";28438;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2008";28257;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2009";28196;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2010";27798;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2011";27636;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2012";27504;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2013";27310;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2014";27243;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2015";27058;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2016";26913;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2017";26794;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2018";26703;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2019";26573;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2020";25632;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2021";25307;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2022";24998;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2023";24755;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2024";24477;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2025";24236;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"1995";33066;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"1996";32911;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"1997";32777;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"1998";32673;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"1999";32563;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2000";32435;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2001";32267;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2002";31972;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2003";31653;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2004";31497;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2005";31320;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2006";31098;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2007";30916;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2008";30775;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2009";30536;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2010";30121;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2011";29947;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2012";29752;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2013";29518;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2014";29365;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2015";29116;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2016";29002;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2017";28954;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2018";28821;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2019";28664;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2020";27539;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2021";27211;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2022";26912;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2023";26688;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2024";26398;"osoba";"";
1610000;"Powiat prudnicki";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2025";26138;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"1995";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"1996";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"1997";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"1998";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"1999";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2000";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2001";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2002";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2003";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2004";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2005";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2006";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2007";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2008";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2009";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2010";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2011";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2012";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2013";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2014";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2015";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2016";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2017";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2018";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2019";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2020";0;"osoba";"";
1610000;"Powiat prudnicki";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2021";0;"osoba";"";
