"Kod";"Nazwa";"Zakres terytorialny";"Miejsce zamieszkania / zameldowania";"Stan na dzień";"Płeć";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2000";61490;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2001";61440;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2002";61383;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2003";61225;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2004";61112;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2005";60813;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2006";60550;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2007";60440;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2008";60214;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2009";60054;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2010";60158;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2011";59874;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2012";59644;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2013";59378;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2014";59198;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2015";58920;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2016";58494;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2017";58136;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2018";57944;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2019";57646;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2020";56219;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2021";55639;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2022";55065;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2023";54648;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2024";54250;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"2025";53674;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"1995";124350;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"1996";123964;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"1997";123548;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"1998";123292;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"1999";120896;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2000";120720;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2001";120631;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2002";120328;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2003";120091;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2004";119598;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2005";119123;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2006";118623;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2007";118249;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2008";117831;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2009";117431;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2010";117764;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2011";117266;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2012";116881;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2013";116316;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2014";115832;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2015";115125;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2016";114336;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2017";113923;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2018";113315;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2019";112644;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2020";109713;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2021";108615;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2022";107575;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2023";106671;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2024";105623;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"ogółem";"2025";104608;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"1995";61145;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"1996";60987;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"1997";60784;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"1998";60671;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"1999";59319;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2000";59231;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2001";59156;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2002";58985;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2003";58887;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2004";58705;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2005";58448;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2006";58126;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2007";57910;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2008";57687;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2009";57463;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2010";57740;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2011";57507;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2012";57318;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2013";56955;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2014";56758;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2015";56418;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2016";56030;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2017";55773;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2018";55516;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2019";55174;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2020";53786;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2021";53228;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2022";52689;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2023";52174;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2024";51679;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"mężczyźni";"2025";51114;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"1995";63205;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"1996";62977;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"1997";62764;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"1998";62621;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"1999";61577;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2000";61489;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2001";61475;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2002";61343;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2003";61204;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2004";60893;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2005";60675;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2006";60497;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2007";60339;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2008";60144;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2009";59968;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2010";60024;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2011";59759;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2012";59563;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2013";59361;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2014";59074;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2015";58707;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2016";58306;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2017";58150;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2018";57799;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2019";57470;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2020";55927;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2021";55387;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2022";54886;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2023";54497;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2024";53944;"osoba";"";
1012000;"Powiat radomszczański";"gminy bez miast na prawach powiatu";"miejsce zamieszkania";"stan na 31 grudnia";"kobiety";"2025";53494;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"1995";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"1996";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"1997";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"1998";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"1999";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2000";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2001";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2002";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2003";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2004";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2005";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2006";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2007";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2008";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2009";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2010";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2011";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2012";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2013";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2014";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2015";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2016";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2017";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2018";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2019";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2020";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2021";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2022";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2023";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2024";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"ogółem";"2025";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"1995";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"1996";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"1997";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"1998";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"1999";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2000";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2001";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2002";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2003";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2004";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2005";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2006";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2007";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2008";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2009";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2010";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2011";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2012";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2013";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2014";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2015";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2016";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2017";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2018";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2019";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2020";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2021";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2022";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2023";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2024";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"mężczyźni";"2025";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"1995";0;"osoba";"";
1012000;"Powiat radomszczański";"miasta na prawach powiatu";"miejsce zamieszkania";"stan na 30 czerwca";"kobiety";"1996";0;"osoba";"";
