"Kod";"Nazwa";"Okresy";"Formy budownictwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1214000;"Powiat proszowicki";"styczeń-lipiec";"ogółem";"2023";67;"-";"";
1214000;"Powiat proszowicki";"styczeń-lipiec";"ogółem";"2024";112;"-";"";
1214000;"Powiat proszowicki";"styczeń-lipiec";"ogółem";"2025";109;"-";"";
1214000;"Powiat proszowicki";"styczeń-lipiec";"ogółem";"2026";;"-";"n";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2005";56;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2006";63;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2007";102;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2008";110;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2009";110;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2010";122;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2011";105;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2012";101;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2013";72;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2014";63;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2015";46;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2016";51;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2017";67;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2018";95;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2019";101;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2020";96;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2021";138;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2022";108;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2023";77;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2024";123;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2025";123;"-";"";
1214000;"Powiat proszowicki";"styczeń-sierpień";"ogółem";"2026";;"-";"n";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2005";66;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2006";67;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2007";113;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2008";123;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2009";127;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2010";133;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2011";118;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2012";109;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2013";82;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2014";70;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2015";53;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2016";62;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2017";76;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2018";106;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2019";113;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2020";114;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2021";150;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2022";122;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2023";92;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2024";134;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2025";130;"-";"";
1214000;"Powiat proszowicki";"styczeń-wrzesień";"ogółem";"2026";;"-";"n";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2005";73;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2006";72;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2007";120;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2008";130;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2009";139;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2010";156;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2011";124;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2012";117;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2013";92;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2014";82;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2015";55;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2016";66;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2017";81;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2018";115;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2019";130;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2020";126;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2021";157;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2022";130;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2023";107;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2024";149;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2025";144;"-";"";
1214000;"Powiat proszowicki";"styczeń-październik";"ogółem";"2026";;"-";"n";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2005";75;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2006";75;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2007";124;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2008";136;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2009";146;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2010";161;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2011";129;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2012";122;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2013";97;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2014";84;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2015";56;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2016";69;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2017";83;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2018";124;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2019";133;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2020";139;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2021";163;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2022";138;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2023";117;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2024";155;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2025";152;"-";"";
1214000;"Powiat proszowicki";"styczeń-listopad";"ogółem";"2026";;"-";"n";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2005";75;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2006";77;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2007";126;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2008";140;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2009";150;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2010";162;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2011";131;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2012";122;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2013";98;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2014";85;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2015";57;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2016";73;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2017";84;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2018";126;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2019";137;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2020";143;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2021";167;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2022";139;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2023";121;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2024";166;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2025";196;"-";"";
1214000;"Powiat proszowicki";"styczeń-grudzień";"ogółem";"2026";;"-";"n";
1215000;"Powiat suski";"styczeń";"ogółem";"2005";9;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2006";9;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2007";15;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2008";9;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2009";5;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2010";5;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2011";5;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2012";10;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2013";3;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2014";12;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2015";13;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2016";9;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2017";16;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2018";14;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2019";23;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2020";13;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2021";22;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2022";16;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2023";15;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2024";16;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2025";14;"-";"";
1215000;"Powiat suski";"styczeń";"ogółem";"2026";7;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2005";16;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2006";13;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2007";20;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2008";32;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2009";18;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2010";17;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2011";19;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2012";24;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2013";27;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2014";25;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2015";33;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2016";32;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2017";43;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2018";28;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2019";50;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2020";40;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2021";59;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2022";33;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2023";29;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2024";35;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2025";35;"-";"";
1215000;"Powiat suski";"styczeń-luty";"ogółem";"2026";23;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2005";24;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2006";32;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2007";39;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2008";67;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2009";40;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2010";50;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2011";46;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2012";65;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2013";50;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2014";60;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2015";61;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2016";75;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2017";86;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2018";56;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2019";100;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2020";103;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2021";103;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2022";79;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2023";61;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2024";72;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2025";80;"-";"";
1215000;"Powiat suski";"styczeń-marzec";"ogółem";"2026";75;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2005";84;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2006";69;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2007";73;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2008";92;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2009";89;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2010";92;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2011";87;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2012";114;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2013";76;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2014";95;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2015";91;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2016";110;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2017";124;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2018";101;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2019";135;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2020";134;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2021";141;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2022";109;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2023";90;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2024";102;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2025";115;"-";"";
1215000;"Powiat suski";"styczeń-kwiecień";"ogółem";"2026";113;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2005";122;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2006";123;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2007";120;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2008";119;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2009";134;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2010";127;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2011";144;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2012";154;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2013";114;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2014";131;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2015";118;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2016";153;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2017";154;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2018";131;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2019";171;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2020";176;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2021";191;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2022";153;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2023";121;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2024";134;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2025";150;"-";"";
1215000;"Powiat suski";"styczeń-maj";"ogółem";"2026";146;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2005";146;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2006";166;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2007";164;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2008";158;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2009";178;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2010";168;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2011";173;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2012";197;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2013";145;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2014";155;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2015";143;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2016";197;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2017";204;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2018";160;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2019";197;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2020";228;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2021";240;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2022";194;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2023";151;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2024";160;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2025";176;"-";"";
1215000;"Powiat suski";"styczeń-czerwiec";"ogółem";"2026";185;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2005";174;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2006";207;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2007";202;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2008";237;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2009";223;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2010";237;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2011";195;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2012";228;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2013";183;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2014";192;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2015";183;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2016";237;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2017";253;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2018";188;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2019";235;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2020";269;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2021";267;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2022";232;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2023";181;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2024";199;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2025";203;"-";"";
1215000;"Powiat suski";"styczeń-lipiec";"ogółem";"2026";;"-";"n";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2005";208;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2006";239;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2007";221;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2008";260;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2009";245;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2010";277;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2011";254;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2012";253;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2013";212;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2014";207;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2015";208;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2016";281;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2017";285;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2018";232;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2019";272;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2020";298;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2021";302;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2022";254;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2023";212;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2024";227;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2025";229;"-";"";
1215000;"Powiat suski";"styczeń-sierpień";"ogółem";"2026";;"-";"n";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2005";230;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2006";256;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2007";254;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2008";301;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2009";288;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2010";313;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2011";282;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2012";281;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2013";242;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2014";233;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2015";236;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2016";318;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2017";303;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2018";261;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2019";308;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2020";330;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2021";345;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2022";293;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2023";238;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2024";259;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2025";253;"-";"";
1215000;"Powiat suski";"styczeń-wrzesień";"ogółem";"2026";;"-";"n";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2005";254;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2006";270;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2007";312;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2008";354;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2009";309;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2010";344;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2011";303;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2012";295;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2013";262;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2014";253;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2015";262;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2016";345;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2017";324;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2018";286;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2019";350;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2020";359;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2021";365;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2022";322;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2023";268;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2024";287;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2025";272;"-";"";
1215000;"Powiat suski";"styczeń-październik";"ogółem";"2026";;"-";"n";
1215000;"Powiat suski";"styczeń-listopad";"ogółem";"2005";261;"-";"";
1215000;"Powiat suski";"styczeń-listopad";"ogółem";"2006";288;"-";"";
1215000;"Powiat suski";"styczeń-listopad";"ogółem";"2007";314;"-";"";
