"Kod";"Nazwa";"Okresy";"Formy budownictwa";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"styczeń";"ogółem";"2005";3902;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2006";2761;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2007";8818;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2008";10091;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2009";5914;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2010";4450;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2011";6247;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2012";6728;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2013";4144;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2014";6473;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2015";7236;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2016";7229;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2017";11208;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2018";13949;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2019";13444;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2020";15891;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2021";17419;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2022";11800;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2023";9446;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2024";15720;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2025";17233;"-";"";
0000000;"POLSKA";"styczeń";"ogółem";"2026";12307;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2005";9368;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2006";7197;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2007";17008;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2008";22161;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2009";12235;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2010";11037;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2011";13678;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2012";14509;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2013";10553;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2014";16504;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2015";16981;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2016";18627;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2017";23116;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2018";27800;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2019";30126;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2020";33766;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2021";33535;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2022";29655;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2023";20263;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2024";36271;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2025";33818;"-";"";
0000000;"POLSKA";"styczeń-luty";"ogółem";"2026";26434;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2005";15245;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2006";16833;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2007";31299;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2008";38086;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2009";23473;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2010";27241;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2011";30952;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2012";31365;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2013";21570;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2014";32232;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2015";31809;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2016";34306;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2017";44206;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2018";47978;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2019";53878;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2020";52543;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2021";63678;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2022";53287;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2023";38573;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2024";60078;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2025";55717;"-";"";
0000000;"POLSKA";"styczeń-marzec";"ogółem";"2026";49372;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2005";27677;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2006";30099;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2007";49980;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2008";59744;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2009";38834;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2010";47646;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2011";47793;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2012";51722;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2013";35340;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2014";45131;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2015";49576;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2016";54762;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2017";61846;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2018";70902;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2019";75836;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2020";66190;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2021";89939;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2022";73460;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2023";53086;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2024";81317;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2025";75778;"-";"";
0000000;"POLSKA";"styczeń-kwiecień";"ogółem";"2026";74308;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2005";38694;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2006";44656;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2007";68979;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2008";76641;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2009";52659;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2010";66593;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2011";64070;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2012";67320;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2013";47438;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2014";58722;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2015";65877;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2016";68739;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2017";83672;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2018";91438;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2019";96436;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2020";81202;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2021";118817;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2022";95686;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2023";69458;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2024";101143;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2025";94869;"-";"";
0000000;"POLSKA";"styczeń-maj";"ogółem";"2026";94714;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2005";49806;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2006";60340;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2007";86211;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2008";94675;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2009";67840;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2010";81068;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2011";80010;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2012";80681;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2013";59005;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2014";72253;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2015";80310;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2016";86305;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2017";106036;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2018";113666;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2019";115392;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2020";99965;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2021";144561;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2022";119707;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2023";85598;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2024";122372;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2025";110740;"-";"";
0000000;"POLSKA";"styczeń-czerwiec";"ogółem";"2026";114568;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2005";60284;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2006";74132;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2007";105145;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2008";112120;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2009";80740;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2010";97403;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2011";94872;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2012";91986;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2013";71931;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2014";85506;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2015";95540;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2016";101336;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2017";124319;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2018";132566;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2019";137350;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2020";121655;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2021";170398;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2022";135984;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2023";101793;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2024";142346;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2025";130392;"-";"";
0000000;"POLSKA";"styczeń-lipiec";"ogółem";"2026";;"-";"n";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2005";71704;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2006";88348;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2007";123683;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2008";126744;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2009";94511;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2010";112606;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2011";109398;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2012";104378;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2013";85386;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2014";99499;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2015";110699;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2016";117521;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2017";143862;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2018";154495;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2019";156878;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2020";141115;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2021";194369;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2022";148897;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2023";119792;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2024";162245;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2025";146449;"-";"";
0000000;"POLSKA";"styczeń-sierpień";"ogółem";"2026";;"-";"n";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2005";83240;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2006";101620;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2007";141085;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2008";144283;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2009";109882;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2010";127717;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2011";128296;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2012";116767;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2013";97908;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2014";114569;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2015";128059;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2016";133089;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2017";160850;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2018";173961;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2019";178444;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2020";167347;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2021";216328;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2022";164758;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2023";138884;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2024";181486;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2025";166012;"-";"";
0000000;"POLSKA";"styczeń-wrzesień";"ogółem";"2026";;"-";"n";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2005";92859;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2006";115926;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2007";158612;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2008";159010;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2009";124235;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2010";139907;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2011";141697;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2012";127002;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2013";111644;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2014";129020;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2015";142521;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2016";148656;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2017";177125;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2018";194024;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2019";202539;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2020";186948;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2021";238861;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2022";178327;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2023";158605;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2024";204838;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2025";186316;"-";"";
0000000;"POLSKA";"styczeń-październik";"ogółem";"2026";;"-";"n";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2005";99669;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2006";127473;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2007";174552;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2008";167806;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2009";134511;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2010";150021;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2011";153088;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2012";136303;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2013";121037;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2014";139547;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2015";156025;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2016";161732;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2017";193797;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2018";210816;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2019";221423;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2020";206733;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2021";260061;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2022";190444;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2023";174712;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2024";221249;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2025";199329;"-";"";
0000000;"POLSKA";"styczeń-listopad";"ogółem";"2026";;"-";"n";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2005";105836;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2006";137962;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2007";185117;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2008";174686;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2009";142901;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2010";158064;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2011";162200;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2012";141798;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2013";127392;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2014";148122;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2015";168403;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2016";173932;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2017";205990;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2018";221907;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2019";237281;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2020";223842;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2021";277425;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2022";200288;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2023";189093;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2024";233832;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2025";212424;"-";"";
0000000;"POLSKA";"styczeń-grudzień";"ogółem";"2026";;"-";"n";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2005";132;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2006";134;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2007";347;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2008";546;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2009";406;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2010";366;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2011";813;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2012";472;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2013";208;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2014";843;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2015";884;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2016";602;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2017";999;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2018";2384;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2019";1727;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2020";1188;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2021";2357;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2022";1264;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2023";1646;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2024";1968;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2025";1281;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"ogółem";"2026";544;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2005";258;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2006";415;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2007";713;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2008";1549;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2009";1221;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2010";1074;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2011";1448;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2012";1578;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2013";791;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2014";1794;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2015";2194;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2016";1389;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2017";2044;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2018";3290;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2019";4246;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2020";2456;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2021";4126;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2022";3123;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2023";2785;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2024";3674;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2025";2172;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-luty";"ogółem";"2026";1741;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2005";1052;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2006";912;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2007";1517;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2008";3392;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2009";2136;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2010";3113;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2011";2952;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2012";2932;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2013";1741;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2014";2961;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2015";3657;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2016";2792;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2017";4038;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2018";5122;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2019";7504;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2020";4328;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2021";5521;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2022";5131;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2023";4583;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2024";6436;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2025";4047;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-marzec";"ogółem";"2026";3773;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-kwiecień";"ogółem";"2005";2112;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-kwiecień";"ogółem";"2006";1504;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-kwiecień";"ogółem";"2007";2294;"-";"";
0200000;"DOLNOŚLĄSKIE";"styczeń-kwiecień";"ogółem";"2008";5080;"-";"";
