"Kod";"Nazwa";"Okresy";"Transakcje rynkowe";"Powierzchnia użytkowa lokali mieszkalnych";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2010";6;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2011";6;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2012";8;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2013";11;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2014";0;"szt.";"x";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2015";8;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2016";12;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2017";4;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2018";7;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2019";7;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2020";0;"szt.";"x";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2021";7;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2022";29;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2023";7;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2024";11;"szt.";"";
0606000;"Powiat krasnostawski";"1 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2010";12;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2011";9;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2012";6;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2013";12;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2014";8;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2015";11;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2016";7;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2017";7;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2018";8;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2019";10;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2020";3;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2021";4;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2022";0;"szt.";"x";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2023";5;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2024";8;"szt.";"";
0606000;"Powiat krasnostawski";"2 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2010";9;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2011";5;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2012";4;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2013";14;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2014";6;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2015";31;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2016";0;"szt.";"x";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2017";6;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2018";5;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2019";8;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2020";10;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2021";4;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2022";4;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2023";7;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2024";11;"szt.";"";
0606000;"Powiat krasnostawski";"3 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2010";22;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2011";12;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2012";8;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2013";8;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2014";6;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2015";6;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2016";6;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2017";6;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2018";9;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2019";8;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2020";4;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2021";12;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2022";3;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2023";7;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2024";10;"szt.";"";
0606000;"Powiat krasnostawski";"4 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2010";13;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2011";16;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2012";20;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2013";19;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2014";17;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2015";19;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2016";35;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2017";27;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2018";29;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2019";22;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2020";24;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2021";34;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2022";41;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2023";32;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2024";43;"szt.";"";
0607000;"Powiat kraśnicki";"1 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2010";28;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2011";28;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2012";20;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2013";15;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2014";26;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2015";20;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2016";27;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2017";34;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2018";15;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2019";26;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2020";20;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2021";42;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2022";30;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2023";23;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2024";22;"szt.";"";
0607000;"Powiat kraśnicki";"2 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2010";17;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2011";25;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2012";19;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2013";22;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2014";18;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2015";13;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2016";23;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2017";27;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2018";24;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2019";12;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2020";42;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2021";41;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2022";21;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2023";39;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2024";37;"szt.";"";
0607000;"Powiat kraśnicki";"3 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2010";8;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2011";17;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2012";22;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2013";29;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2014";21;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2015";17;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2016";19;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2017";28;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2018";21;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2019";10;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2020";18;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2021";45;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2022";28;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2023";43;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2024";35;"szt.";"";
0607000;"Powiat kraśnicki";"4 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2010";8;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2011";19;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2012";13;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2013";9;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2014";15;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2015";13;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2016";18;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2017";25;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2018";8;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2019";22;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2020";31;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2021";20;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2022";29;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2023";12;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2024";56;"szt.";"";
0608000;"Powiat lubartowski";"1 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2010";14;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2011";11;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2012";13;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2013";11;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2014";10;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2015";15;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2016";38;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2017";22;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2018";32;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2019";42;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2020";31;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2021";28;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2022";33;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2023";17;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2024";25;"szt.";"";
0608000;"Powiat lubartowski";"2 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2010";10;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2011";12;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2012";18;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2013";15;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2014";19;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2015";17;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2016";20;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2017";19;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2018";38;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2019";25;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2020";24;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2021";32;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2022";18;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2023";44;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2024";52;"szt.";"";
0608000;"Powiat lubartowski";"3 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2010";12;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2011";30;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2012";22;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2013";23;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2014";14;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2015";40;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2016";16;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2017";18;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2018";20;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2019";26;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2020";36;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2021";31;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2022";32;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2023";39;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2024";28;"szt.";"";
0608000;"Powiat lubartowski";"4 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2010";12;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2011";61;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2012";19;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2013";30;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2014";19;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2015";24;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2016";11;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2017";12;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2018";56;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2019";56;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2020";36;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2021";34;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2022";52;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2023";93;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2024";74;"szt.";"";
0609000;"Powiat lubelski";"1 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2010";16;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2011";15;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2012";9;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2013";12;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2014";17;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2015";17;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2016";27;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2017";68;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2018";24;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2019";29;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2020";15;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2021";41;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2022";44;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2023";38;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2024";40;"szt.";"";
0609000;"Powiat lubelski";"2 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2010";16;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2011";24;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2012";23;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2013";28;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2014";14;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2015";38;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2016";42;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2017";28;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2018";50;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2019";24;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2020";22;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2021";76;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2022";35;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2023";41;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2024";123;"szt.";"";
0609000;"Powiat lubelski";"3 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2010";14;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2011";52;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2012";10;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2013";37;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2014";45;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2015";15;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2016";14;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2017";28;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2018";40;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2019";69;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2020";55;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2021";56;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2022";100;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2023";80;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2024";54;"szt.";"";
0609000;"Powiat lubelski";"4 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2010";16;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2011";13;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2012";11;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2013";19;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2014";10;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2015";9;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2016";28;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2017";28;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2018";22;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2019";13;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2020";15;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2021";14;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2022";19;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2023";13;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2024";72;"szt.";"";
0610000;"Powiat łęczyński";"1 kwartał";"ogółem";"ogółem";"2025";;"szt.";"n";
0610000;"Powiat łęczyński";"2 kwartał";"ogółem";"ogółem";"2010";13;"szt.";"";
0610000;"Powiat łęczyński";"2 kwartał";"ogółem";"ogółem";"2011";14;"szt.";"";
0610000;"Powiat łęczyński";"2 kwartał";"ogółem";"ogółem";"2012";7;"szt.";"";
0610000;"Powiat łęczyński";"2 kwartał";"ogółem";"ogółem";"2013";11;"szt.";"";
0610000;"Powiat łęczyński";"2 kwartał";"ogółem";"ogółem";"2014";17;"szt.";"";
0610000;"Powiat łęczyński";"2 kwartał";"ogółem";"ogółem";"2015";7;"szt.";"";
0610000;"Powiat łęczyński";"2 kwartał";"ogółem";"ogółem";"2016";19;"szt.";"";
0610000;"Powiat łęczyński";"2 kwartał";"ogółem";"ogółem";"2017";14;"szt.";"";
0610000;"Powiat łęczyński";"2 kwartał";"ogółem";"ogółem";"2018";11;"szt.";"";
0610000;"Powiat łęczyński";"2 kwartał";"ogółem";"ogółem";"2019";43;"szt.";"";
