"Kod";"Nazwa";"Okresy";"Rodzaje transakcji";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0203000;"Powiat głogowski";"4 kwartał";"ogółem";"2019";100;"szt.";"";
0203000;"Powiat głogowski";"4 kwartał";"ogółem";"2020";124;"szt.";"";
0203000;"Powiat głogowski";"4 kwartał";"ogółem";"2021";255;"szt.";"";
0203000;"Powiat głogowski";"4 kwartał";"ogółem";"2022";57;"szt.";"";
0203000;"Powiat głogowski";"4 kwartał";"ogółem";"2023";130;"szt.";"";
0203000;"Powiat głogowski";"4 kwartał";"ogółem";"2024";0;"szt.";"x";
0203000;"Powiat głogowski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2010";7;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2011";9;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2012";3;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2013";0;"szt.";"x";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2014";6;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2015";7;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2016";3;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2017";4;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2018";10;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2019";8;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2020";15;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2021";26;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2022";14;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2023";17;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2024";27;"szt.";"";
0204000;"Powiat górowski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2010";8;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2011";6;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2012";8;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2013";4;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2014";5;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2015";7;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2016";0;"szt.";"x";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2017";0;"szt.";"x";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2018";5;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2019";12;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2020";17;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2021";12;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2022";18;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2023";19;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2024";23;"szt.";"";
0204000;"Powiat górowski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2010";10;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2011";7;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2012";6;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2013";0;"szt.";"x";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2014";0;"szt.";"x";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2015";5;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2016";3;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2017";3;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2018";22;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2019";28;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2020";24;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2021";30;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2022";33;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2023";0;"szt.";"x";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2024";24;"szt.";"";
0204000;"Powiat górowski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2010";7;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2011";15;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2012";0;"szt.";"x";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2013";5;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2014";4;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2015";0;"szt.";"x";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2016";3;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2017";0;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2018";21;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2019";25;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2020";36;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2021";27;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2022";14;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2023";0;"szt.";"x";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2024";24;"szt.";"";
0204000;"Powiat górowski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2010";28;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2011";36;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2012";54;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2013";38;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2014";31;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2015";48;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2016";36;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2017";51;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2018";41;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2019";38;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2020";46;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2021";35;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2022";54;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2023";100;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2024";54;"szt.";"";
0205000;"Powiat jaworski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2010";27;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2011";33;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2012";64;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2013";45;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2014";29;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2015";34;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2016";37;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2017";41;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2018";49;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2019";34;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2020";49;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2021";48;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2022";47;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2023";41;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2024";54;"szt.";"";
0205000;"Powiat jaworski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2010";39;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2011";62;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2012";47;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2013";53;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2014";31;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2015";30;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2016";52;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2017";39;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2018";44;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2019";42;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2020";43;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2021";68;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2022";19;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2023";60;"szt.";"";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2024";0;"szt.";"x";
0205000;"Powiat jaworski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2010";33;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2011";49;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2012";45;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2013";42;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2014";30;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2015";38;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2016";37;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2017";34;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2018";39;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2019";33;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2020";66;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2021";77;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2022";70;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2023";67;"szt.";"";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2024";0;"szt.";"x";
0205000;"Powiat jaworski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2010";59;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2011";42;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2012";46;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2013";65;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2014";81;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2015";100;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2016";74;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2017";112;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2018";127;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2019";92;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2020";102;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2021";137;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2022";111;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2023";71;"szt.";"";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2024";0;"szt.";"x";
0206000;"Powiat karkonoski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2010";55;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2011";43;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2012";40;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2013";58;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2014";56;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2015";72;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2016";72;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2017";99;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2018";56;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2019";64;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2020";77;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2021";130;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2022";228;"szt.";"";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2023";0;"szt.";"x";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2024";0;"szt.";"x";
0206000;"Powiat karkonoski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2010";63;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2011";53;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2012";37;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2013";57;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2014";56;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2015";97;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2016";19;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2017";26;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2018";33;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2019";21;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2020";134;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2021";136;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2022";217;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2023";184;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2024";102;"szt.";"";
0206000;"Powiat karkonoski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2010";59;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2011";70;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2012";66;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2013";51;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2014";86;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2015";75;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2016";33;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2017";15;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2018";19;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2019";9;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2020";126;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2021";89;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2022";120;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2023";154;"szt.";"";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2024";0;"szt.";"x";
0206000;"Powiat karkonoski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2010";8;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2011";21;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2012";18;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2013";29;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2014";35;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2015";22;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2016";35;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2017";37;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2018";36;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2019";40;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2020";54;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2021";42;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2022";42;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2023";48;"szt.";"";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2024";0;"szt.";"x";
0207000;"Powiat kamiennogórski";"1 kwartał";"ogółem";"2025";;"szt.";"n";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2010";24;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2011";17;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2012";21;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2013";31;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2014";21;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2015";28;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2016";32;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2017";36;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2018";40;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2019";36;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2020";18;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2021";42;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2022";43;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2023";63;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2024";52;"szt.";"";
0207000;"Powiat kamiennogórski";"2 kwartał";"ogółem";"2025";;"szt.";"n";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2010";22;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2011";21;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2012";27;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2013";30;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2014";24;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2015";29;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2016";37;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2017";26;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2018";46;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2019";42;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2020";42;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2021";37;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2022";43;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2023";38;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2024";89;"szt.";"";
0207000;"Powiat kamiennogórski";"3 kwartał";"ogółem";"2025";;"szt.";"n";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2010";22;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2011";19;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2012";30;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2013";24;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2014";26;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2015";47;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2016";29;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2017";32;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2018";31;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2019";42;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2020";31;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2021";27;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2022";27;"szt.";"";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2023";0;"szt.";"x";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2024";0;"szt.";"x";
0207000;"Powiat kamiennogórski";"4 kwartał";"ogółem";"2025";;"szt.";"n";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2010";236;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2011";216;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2012";236;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2013";202;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2014";214;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2015";173;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2016";165;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2017";164;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2018";255;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2019";199;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2020";231;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2021";242;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2022";265;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2023";201;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2024";285;"szt.";"";
0208000;"Powiat kłodzki";"1 kwartał";"ogółem";"2025";;"szt.";"n";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2010";194;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2011";203;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2012";203;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2013";252;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2014";225;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2015";146;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2016";168;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2017";223;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2018";225;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2019";250;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2020";136;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2021";267;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2022";196;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2023";189;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2024";231;"szt.";"";
0208000;"Powiat kłodzki";"2 kwartał";"ogółem";"2025";;"szt.";"n";
0208000;"Powiat kłodzki";"3 kwartał";"ogółem";"2010";260;"szt.";"";
0208000;"Powiat kłodzki";"3 kwartał";"ogółem";"2011";219;"szt.";"";
0208000;"Powiat kłodzki";"3 kwartał";"ogółem";"2012";210;"szt.";"";
0208000;"Powiat kłodzki";"3 kwartał";"ogółem";"2013";230;"szt.";"";
0208000;"Powiat kłodzki";"3 kwartał";"ogółem";"2014";178;"szt.";"";
0208000;"Powiat kłodzki";"3 kwartał";"ogółem";"2015";189;"szt.";"";
