city_id,teryt_code,city_name,nbp_period,nbp_year,nbp_quarter,nbp_period_order,market_type,price_type,price_pln_m2,methodology_break,methodology_note,source_geography,nbp_period_source
1,2061000,Białystok,2006Q3,2006,3,20063,primary,offer,2727.0,False,,Białystok,III 2006
1,2061000,Białystok,2006Q4,2006,4,20064,primary,offer,2727.0,False,,Białystok,IV 2006
1,2061000,Białystok,2007Q1,2007,1,20071,primary,offer,4181.0,False,,Białystok,I 2007
1,2061000,Białystok,2007Q2,2007,2,20072,primary,offer,4725.0,False,,Białystok,II 2007
1,2061000,Białystok,2007Q3,2007,3,20073,primary,offer,4199.0,False,,Białystok,III 2007
1,2061000,Białystok,2007Q4,2007,4,20074,primary,offer,4995.0,False,,Białystok,IV 2007
1,2061000,Białystok,2008Q1,2008,1,20081,primary,offer,5128.0,False,,Białystok,I 2008
1,2061000,Białystok,2008Q2,2008,2,20082,primary,offer,5651.0,False,,Białystok,II 2008
1,2061000,Białystok,2008Q3,2008,3,20083,primary,offer,5115.0,False,,Białystok,III 2008
1,2061000,Białystok,2008Q4,2008,4,20084,primary,offer,4725.0,False,,Białystok,IV 2008
1,2061000,Białystok,2009Q1,2009,1,20091,primary,offer,5510.0,False,,Białystok,I 2009
1,2061000,Białystok,2009Q2,2009,2,20092,primary,offer,4738.0,False,,Białystok,II 2009
1,2061000,Białystok,2009Q3,2009,3,20093,primary,offer,4925.0,False,,Białystok,III 2009
1,2061000,Białystok,2009Q4,2009,4,20094,primary,offer,4830.0,False,,Białystok,IV 2009
1,2061000,Białystok,2010Q1,2010,1,20101,primary,offer,4791.0,False,,Białystok,I 2010
1,2061000,Białystok,2010Q2,2010,2,20102,primary,offer,4640.0,False,,Białystok,II 2010
1,2061000,Białystok,2010Q3,2010,3,20103,primary,offer,4790.0,False,,Białystok,III 2010
1,2061000,Białystok,2010Q4,2010,4,20104,primary,offer,4778.0,False,,Białystok,IV 2010
1,2061000,Białystok,2011Q1,2011,1,20111,primary,offer,4830.0,False,,Białystok,I 2011
1,2061000,Białystok,2011Q2,2011,2,20112,primary,offer,4823.0,False,,Białystok,II 2011
1,2061000,Białystok,2011Q3,2011,3,20113,primary,offer,4828.0,False,,Białystok,III 2011
1,2061000,Białystok,2011Q4,2011,4,20114,primary,offer,4825.0,False,,Białystok,IV 2011
1,2061000,Białystok,2012Q1,2012,1,20121,primary,offer,4776.0,False,,Białystok,I 2012
1,2061000,Białystok,2012Q2,2012,2,20122,primary,offer,4731.0,False,,Białystok,II 2012
1,2061000,Białystok,2012Q3,2012,3,20123,primary,offer,5011.0,False,,Białystok,III 2012
1,2061000,Białystok,2012Q4,2012,4,20124,primary,offer,4951.0,False,,Białystok,IV 2012
1,2061000,Białystok,2013Q1,2013,1,20131,primary,offer,4965.0,False,,Białystok,I 2013
1,2061000,Białystok,2013Q2,2013,2,20132,primary,offer,4936.0,False,,Białystok,II 2013
1,2061000,Białystok,2013Q3,2013,3,20133,primary,offer,4949.0,False,,Białystok,III 2013
1,2061000,Białystok,2013Q4,2013,4,20134,primary,offer,4938.0,False,,Białystok,IV 2013
1,2061000,Białystok,2014Q1,2014,1,20141,primary,offer,4856.0,False,,Białystok,I 2014
1,2061000,Białystok,2014Q2,2014,2,20142,primary,offer,4840.0,False,,Białystok,II 2014
1,2061000,Białystok,2014Q3,2014,3,20143,primary,offer,4885.0,False,,Białystok,III 2014
1,2061000,Białystok,2014Q4,2014,4,20144,primary,offer,4909.0,False,,Białystok,IV 2014
1,2061000,Białystok,2015Q1,2015,1,20151,primary,offer,4881.0,False,,Białystok,I 2015
1,2061000,Białystok,2015Q2,2015,2,20152,primary,offer,4838.0,False,,Białystok,II 2015
1,2061000,Białystok,2015Q3,2015,3,20153,primary,offer,4790.0,False,,Białystok,III 2015
1,2061000,Białystok,2015Q4,2015,4,20154,primary,offer,4886.0,False,,Białystok,IV 2015
1,2061000,Białystok,2016Q1,2016,1,20161,primary,offer,4850.0,False,,Białystok,I 2016
1,2061000,Białystok,2016Q2,2016,2,20162,primary,offer,4832.0,False,,Białystok,II 2016
1,2061000,Białystok,2016Q3,2016,3,20163,primary,offer,4684.0,False,,Białystok,III 2016
1,2061000,Białystok,2016Q4,2016,4,20164,primary,offer,4707.0,False,,Białystok,IV 2016
1,2061000,Białystok,2017Q1,2017,1,20171,primary,offer,4844.0,False,,Białystok,I 2017
1,2061000,Białystok,2017Q2,2017,2,20172,primary,offer,4874.0,False,,Białystok,II 2017
1,2061000,Białystok,2017Q3,2017,3,20173,primary,offer,5096.0,False,,Białystok,III 2017
1,2061000,Białystok,2017Q4,2017,4,20174,primary,offer,5066.0,False,,Białystok,IV 2017
1,2061000,Białystok,2018Q1,2018,1,20181,primary,offer,5095.0,False,,Białystok,I 2018
1,2061000,Białystok,2018Q2,2018,2,20182,primary,offer,5236.0,False,,Białystok,II 2018
1,2061000,Białystok,2018Q3,2018,3,20183,primary,offer,5401.0,False,,Białystok,III 2018
1,2061000,Białystok,2018Q4,2018,4,20184,primary,offer,5569.0,False,,Białystok,IV 2018
1,2061000,Białystok,2019Q1,2019,1,20191,primary,offer,5640.0,False,,Białystok,I 2019
1,2061000,Białystok,2019Q2,2019,2,20192,primary,offer,5753.0,False,,Białystok,II 2019
1,2061000,Białystok,2019Q3,2019,3,20193,primary,offer,5916.260790900237,False,,Białystok,III 2019
1,2061000,Białystok,2019Q4,2019,4,20194,primary,offer,5961.062567148038,False,,Białystok,IV 2019
1,2061000,Białystok,2020Q1,2020,1,20201,primary,offer,6219.540372008448,False,,Białystok,I 2020
1,2061000,Białystok,2020Q2,2020,2,20202,primary,offer,6166.395080085407,False,,Białystok,II 2020
1,2061000,Białystok,2020Q3,2020,3,20203,primary,offer,6229.196511354569,False,,Białystok,III 2020
1,2061000,Białystok,2020Q4,2020,4,20204,primary,offer,6238.454931998984,False,,Białystok,IV 2020
1,2061000,Białystok,2021Q1,2021,1,20211,primary,offer,6509.418692435176,False,,Białystok,I 2021
1,2061000,Białystok,2021Q2,2021,2,20212,primary,offer,6814.560574602564,False,,Białystok,II 2021
1,2061000,Białystok,2021Q3,2021,3,20213,primary,offer,7621.430904858043,False,,Białystok,III 2021
1,2061000,Białystok,2021Q4,2021,4,20214,primary,offer,8154.6679641710125,False,,Białystok,IV 2021
1,2061000,Białystok,2022Q1,2022,1,20221,primary,offer,8317.783906975124,False,,Białystok,I 2022
1,2061000,Białystok,2022Q2,2022,2,20222,primary,offer,8610.804226853288,False,,Białystok,II 2022
1,2061000,Białystok,2022Q3,2022,3,20223,primary,offer,8722.576820249087,False,,Białystok,III 2022
1,2061000,Białystok,2022Q4,2022,4,20224,primary,offer,8714.306751268556,False,,Białystok,IV 2022
1,2061000,Białystok,2023Q1,2023,1,20231,primary,offer,8777.528930861366,False,,Białystok,I 2023
1,2061000,Białystok,2023Q2,2023,2,20232,primary,offer,8892.57600291159,False,,Białystok,II 2023
1,2061000,Białystok,2023Q3,2023,3,20233,primary,offer,9570.950993134227,False,,Białystok,III 2023
1,2061000,Białystok,2023Q4,2023,4,20234,primary,offer,9845.78202869486,False,,Białystok,IV 2023
1,2061000,Białystok,2024Q1,2024,1,20241,primary,offer,9941.00137851869,False,,Białystok,I 2024
1,2061000,Białystok,2024Q2,2024,2,20242,primary,offer,10628.0927656931,False,,Białystok,II 2024
1,2061000,Białystok,2024Q3,2024,3,20243,primary,offer,10786.8499414939,False,,Białystok,III 2024
1,2061000,Białystok,2024Q4,2024,4,20244,primary,offer,11020.5328789986,False,,Białystok,IV 2024
1,2061000,Białystok,2025Q1,2025,1,20251,primary,offer,11023.1590301491,False,,Białystok,I 2025
1,2061000,Białystok,2025Q2,2025,2,20252,primary,offer,11779.2045303347,False,,Białystok,II 2025
1,2061000,Białystok,2025Q3,2025,3,20253,primary,offer,11930.7352869811,False,,Białystok,III 2025
1,2061000,Białystok,2025Q4,2025,4,20254,primary,offer,12260.1959948483,False,,Białystok,IV 2025
1,2061000,Białystok,2026Q1,2026,1,20261,primary,offer,12178.8539976136,False,,Białystok,I 2026
1,2061000,Białystok,2026Q2,2026,2,20262,primary,offer,12006.096559473,False,,Białystok,II 2026
2,0461000,Bydgoszcz,2006Q3,2006,3,20063,primary,offer,3243.0,False,,Bydgoszcz,III 2006
2,0461000,Bydgoszcz,2006Q4,2006,4,20064,primary,offer,3947.0,False,,Bydgoszcz,IV 2006
2,0461000,Bydgoszcz,2007Q1,2007,1,20071,primary,offer,4501.0,False,,Bydgoszcz,I 2007
2,0461000,Bydgoszcz,2007Q2,2007,2,20072,primary,offer,5700.0,False,,Bydgoszcz,II 2007
2,0461000,Bydgoszcz,2007Q3,2007,3,20073,primary,offer,4994.0,False,,Bydgoszcz,III 2007
2,0461000,Bydgoszcz,2007Q4,2007,4,20074,primary,offer,4829.0,False,,Bydgoszcz,IV 2007
2,0461000,Bydgoszcz,2008Q1,2008,1,20081,primary,offer,4893.0,False,,Bydgoszcz,I 2008
2,0461000,Bydgoszcz,2008Q2,2008,2,20082,primary,offer,5035.0,False,,Bydgoszcz,II 2008
2,0461000,Bydgoszcz,2008Q3,2008,3,20083,primary,offer,4959.0,False,,Bydgoszcz,III 2008
2,0461000,Bydgoszcz,2008Q4,2008,4,20084,primary,offer,4989.0,False,,Bydgoszcz,IV 2008
2,0461000,Bydgoszcz,2009Q1,2009,1,20091,primary,offer,4940.0,False,,Bydgoszcz,I 2009
2,0461000,Bydgoszcz,2009Q2,2009,2,20092,primary,offer,4897.0,False,,Bydgoszcz,II 2009
2,0461000,Bydgoszcz,2009Q3,2009,3,20093,primary,offer,4920.0,False,,Bydgoszcz,III 2009
2,0461000,Bydgoszcz,2009Q4,2009,4,20094,primary,offer,4939.0,False,,Bydgoszcz,IV 2009
2,0461000,Bydgoszcz,2010Q1,2010,1,20101,primary,offer,5080.0,False,,Bydgoszcz,I 2010
2,0461000,Bydgoszcz,2010Q2,2010,2,20102,primary,offer,5026.0,False,,Bydgoszcz,II 2010
2,0461000,Bydgoszcz,2010Q3,2010,3,20103,primary,offer,5036.0,False,,Bydgoszcz,III 2010
2,0461000,Bydgoszcz,2010Q4,2010,4,20104,primary,offer,4733.0,False,,Bydgoszcz,IV 2010
2,0461000,Bydgoszcz,2011Q1,2011,1,20111,primary,offer,4764.0,False,,Bydgoszcz,I 2011
2,0461000,Bydgoszcz,2011Q2,2011,2,20112,primary,offer,4849.0,False,,Bydgoszcz,II 2011
2,0461000,Bydgoszcz,2011Q3,2011,3,20113,primary,offer,4841.0,False,,Bydgoszcz,III 2011
2,0461000,Bydgoszcz,2011Q4,2011,4,20114,primary,offer,4880.0,False,,Bydgoszcz,IV 2011
2,0461000,Bydgoszcz,2012Q1,2012,1,20121,primary,offer,4846.0,False,,Bydgoszcz,I 2012
2,0461000,Bydgoszcz,2012Q2,2012,2,20122,primary,offer,4851.0,False,,Bydgoszcz,II 2012
2,0461000,Bydgoszcz,2012Q3,2012,3,20123,primary,offer,4859.0,False,,Bydgoszcz,III 2012
2,0461000,Bydgoszcz,2012Q4,2012,4,20124,primary,offer,4787.0,False,,Bydgoszcz,IV 2012
2,0461000,Bydgoszcz,2013Q1,2013,1,20131,primary,offer,4934.0,False,,Bydgoszcz,I 2013
2,0461000,Bydgoszcz,2013Q2,2013,2,20132,primary,offer,5131.0,False,,Bydgoszcz,II 2013
2,0461000,Bydgoszcz,2013Q3,2013,3,20133,primary,offer,5185.0,False,,Bydgoszcz,III 2013
2,0461000,Bydgoszcz,2013Q4,2013,4,20134,primary,offer,5279.0,False,,Bydgoszcz,IV 2013
2,0461000,Bydgoszcz,2014Q1,2014,1,20141,primary,offer,5040.0,False,,Bydgoszcz,I 2014
2,0461000,Bydgoszcz,2014Q2,2014,2,20142,primary,offer,4951.0,False,,Bydgoszcz,II 2014
2,0461000,Bydgoszcz,2014Q3,2014,3,20143,primary,offer,5100.0,False,,Bydgoszcz,III 2014
2,0461000,Bydgoszcz,2014Q4,2014,4,20144,primary,offer,5149.0,False,,Bydgoszcz,IV 2014
2,0461000,Bydgoszcz,2015Q1,2015,1,20151,primary,offer,5200.0,False,,Bydgoszcz,I 2015
2,0461000,Bydgoszcz,2015Q2,2015,2,20152,primary,offer,5092.0,False,,Bydgoszcz,II 2015
2,0461000,Bydgoszcz,2015Q3,2015,3,20153,primary,offer,5121.0,False,,Bydgoszcz,III 2015
2,0461000,Bydgoszcz,2015Q4,2015,4,20154,primary,offer,5088.0,False,,Bydgoszcz,IV 2015
2,0461000,Bydgoszcz,2016Q1,2016,1,20161,primary,offer,5148.0,False,,Bydgoszcz,I 2016
2,0461000,Bydgoszcz,2016Q2,2016,2,20162,primary,offer,5153.0,False,,Bydgoszcz,II 2016
2,0461000,Bydgoszcz,2016Q3,2016,3,20163,primary,offer,5246.0,False,,Bydgoszcz,III 2016
2,0461000,Bydgoszcz,2016Q4,2016,4,20164,primary,offer,5250.0,False,,Bydgoszcz,IV 2016
2,0461000,Bydgoszcz,2017Q1,2017,1,20171,primary,offer,5289.0,False,,Bydgoszcz,I 2017
2,0461000,Bydgoszcz,2017Q2,2017,2,20172,primary,offer,5397.0,False,,Bydgoszcz,II 2017
2,0461000,Bydgoszcz,2017Q3,2017,3,20173,primary,offer,6028.0,False,,Bydgoszcz,III 2017
2,0461000,Bydgoszcz,2017Q4,2017,4,20174,primary,offer,6041.0,False,,Bydgoszcz,IV 2017
2,0461000,Bydgoszcz,2018Q1,2018,1,20181,primary,offer,6196.0,False,,Bydgoszcz,I 2018
2,0461000,Bydgoszcz,2018Q2,2018,2,20182,primary,offer,6123.0,False,,Bydgoszcz,II 2018
2,0461000,Bydgoszcz,2018Q3,2018,3,20183,primary,offer,6227.0,False,,Bydgoszcz,III 2018
2,0461000,Bydgoszcz,2018Q4,2018,4,20184,primary,offer,6427.0,False,,Bydgoszcz,IV 2018
2,0461000,Bydgoszcz,2019Q1,2019,1,20191,primary,offer,6309.0,False,,Bydgoszcz,I 2019
2,0461000,Bydgoszcz,2019Q2,2019,2,20192,primary,offer,6340.0,False,,Bydgoszcz,II 2019
2,0461000,Bydgoszcz,2019Q3,2019,3,20193,primary,offer,6415.0,False,,Bydgoszcz,III 2019
2,0461000,Bydgoszcz,2019Q4,2019,4,20194,primary,offer,6512.0,False,,Bydgoszcz,IV 2019
2,0461000,Bydgoszcz,2020Q1,2020,1,20201,primary,offer,6592.0,False,,Bydgoszcz,I 2020
2,0461000,Bydgoszcz,2020Q2,2020,2,20202,primary,offer,7093.0,False,,Bydgoszcz,II 2020
2,0461000,Bydgoszcz,2020Q3,2020,3,20203,primary,offer,7125.0,False,,Bydgoszcz,III 2020
2,0461000,Bydgoszcz,2020Q4,2020,4,20204,primary,offer,7227.19962371757,False,,Bydgoszcz,IV 2020
2,0461000,Bydgoszcz,2021Q1,2021,1,20211,primary,offer,7271.7214204549655,False,,Bydgoszcz,I 2021
2,0461000,Bydgoszcz,2021Q2,2021,2,20212,primary,offer,7405.48940878373,False,,Bydgoszcz,II 2021
2,0461000,Bydgoszcz,2021Q3,2021,3,20213,primary,offer,7567.2298511893,False,,Bydgoszcz,III 2021
2,0461000,Bydgoszcz,2021Q4,2021,4,20214,primary,offer,8102.67221266769,False,,Bydgoszcz,IV 2021
2,0461000,Bydgoszcz,2022Q1,2022,1,20221,primary,offer,8308.99055594002,False,,Bydgoszcz,I 2022
2,0461000,Bydgoszcz,2022Q2,2022,2,20222,primary,offer,8874.54632984678,False,,Bydgoszcz,II 2022
2,0461000,Bydgoszcz,2022Q3,2022,3,20223,primary,offer,8857.12361173128,False,,Bydgoszcz,III 2022
2,0461000,Bydgoszcz,2022Q4,2022,4,20224,primary,offer,9009.78288409362,False,,Bydgoszcz,IV 2022
2,0461000,Bydgoszcz,2023Q1,2023,1,20231,primary,offer,9124.95796401565,False,,Bydgoszcz,I 2023
2,0461000,Bydgoszcz,2023Q2,2023,2,20232,primary,offer,9405.06138274379,False,,Bydgoszcz,II 2023
2,0461000,Bydgoszcz,2023Q3,2023,3,20233,primary,offer,9634.02238643643,False,,Bydgoszcz,III 2023
2,0461000,Bydgoszcz,2023Q4,2023,4,20234,primary,offer,9701.15649849299,False,,Bydgoszcz,IV 2023
2,0461000,Bydgoszcz,2024Q1,2024,1,20241,primary,offer,9941.259329452236,False,,Bydgoszcz,I 2024
2,0461000,Bydgoszcz,2024Q2,2024,2,20242,primary,offer,10016.4742845641,False,,Bydgoszcz,II 2024
2,0461000,Bydgoszcz,2024Q3,2024,3,20243,primary,offer,10285.6895797761,False,,Bydgoszcz,III 2024
2,0461000,Bydgoszcz,2024Q4,2024,4,20244,primary,offer,10608.5144753748,False,,Bydgoszcz,IV 2024
2,0461000,Bydgoszcz,2025Q1,2025,1,20251,primary,offer,10586.7646752789,False,,Bydgoszcz,I 2025
2,0461000,Bydgoszcz,2025Q2,2025,2,20252,primary,offer,10857.8858506623,False,,Bydgoszcz,II 2025
2,0461000,Bydgoszcz,2025Q3,2025,3,20253,primary,offer,10901.2129654771,False,,Bydgoszcz,III 2025
2,0461000,Bydgoszcz,2025Q4,2025,4,20254,primary,offer,11639.64930590615,False,,Bydgoszcz,IV 2025
2,0461000,Bydgoszcz,2026Q1,2026,1,20261,primary,offer,11599.8198733013,False,,Bydgoszcz,I 2026
2,0461000,Bydgoszcz,2026Q2,2026,2,20262,primary,offer,11679.915016591409,False,,Bydgoszcz,II 2026
3,2261000,Gdańsk,2006Q3,2006,3,20063,primary,offer,5004.0,False,,Gdańsk,III 2006
3,2261000,Gdańsk,2006Q4,2006,4,20064,primary,offer,6199.0,False,,Gdańsk,IV 2006
3,2261000,Gdańsk,2007Q1,2007,1,20071,primary,offer,6437.0,False,,Gdańsk,I 2007
3,2261000,Gdańsk,2007Q2,2007,2,20072,primary,offer,7999.0,False,,Gdańsk,II 2007
3,2261000,Gdańsk,2007Q3,2007,3,20073,primary,offer,8053.0,False,,Gdańsk,III 2007
3,2261000,Gdańsk,2007Q4,2007,4,20074,primary,offer,7402.0,False,,Gdańsk,IV 2007
3,2261000,Gdańsk,2008Q1,2008,1,20081,primary,offer,7210.0,False,,Gdańsk,I 2008
3,2261000,Gdańsk,2008Q2,2008,2,20082,primary,offer,8509.0,False,,Gdańsk,II 2008
3,2261000,Gdańsk,2008Q3,2008,3,20083,primary,offer,8454.0,False,,Gdańsk,III 2008
3,2261000,Gdańsk,2008Q4,2008,4,20084,primary,offer,6609.0,False,,Gdańsk,IV 2008
3,2261000,Gdańsk,2009Q1,2009,1,20091,primary,offer,6800.0,False,,Gdańsk,I 2009
3,2261000,Gdańsk,2009Q2,2009,2,20092,primary,offer,6875.0,False,,Gdańsk,II 2009
3,2261000,Gdańsk,2009Q3,2009,3,20093,primary,offer,6096.0,False,,Gdańsk,III 2009
3,2261000,Gdańsk,2009Q4,2009,4,20094,primary,offer,6179.0,False,,Gdańsk,IV 2009
3,2261000,Gdańsk,2010Q1,2010,1,20101,primary,offer,6077.708581007804,False,,Gdańsk,I 2010
3,2261000,Gdańsk,2010Q2,2010,2,20102,primary,offer,5730.007635911096,False,,Gdańsk,II 2010
3,2261000,Gdańsk,2010Q3,2010,3,20103,primary,offer,5456.091177532825,False,,Gdańsk,III 2010
3,2261000,Gdańsk,2010Q4,2010,4,20104,primary,offer,5577.0,False,,Gdańsk,IV 2010
3,2261000,Gdańsk,2011Q1,2011,1,20111,primary,offer,5732.0,False,,Gdańsk,I 2011
3,2261000,Gdańsk,2011Q2,2011,2,20112,primary,offer,5630.0,False,,Gdańsk,II 2011
3,2261000,Gdańsk,2011Q3,2011,3,20113,primary,offer,5804.0,False,,Gdańsk,III 2011
3,2261000,Gdańsk,2011Q4,2011,4,20114,primary,offer,5910.0,False,,Gdańsk,IV 2011
3,2261000,Gdańsk,2012Q1,2012,1,20121,primary,offer,6248.0,False,,Gdańsk,I 2012
3,2261000,Gdańsk,2012Q2,2012,2,20122,primary,offer,6357.566713139826,False,,Gdańsk,II 2012
3,2261000,Gdańsk,2012Q3,2012,3,20123,primary,offer,6475.0,False,,Gdańsk,III 2012
3,2261000,Gdańsk,2012Q4,2012,4,20124,primary,offer,6513.995835347796,False,,Gdańsk,IV 2012
3,2261000,Gdańsk,2013Q1,2013,1,20131,primary,offer,6452.584084365295,False,,Gdańsk,I 2013
3,2261000,Gdańsk,2013Q2,2013,2,20132,primary,offer,6403.0,False,,Gdańsk,II 2013
3,2261000,Gdańsk,2013Q3,2013,3,20133,primary,offer,6397.896551761513,False,,Gdańsk,III 2013
3,2261000,Gdańsk,2013Q4,2013,4,20134,primary,offer,6568.0,False,,Gdańsk,IV 2013
3,2261000,Gdańsk,2014Q1,2014,1,20141,primary,offer,6090.446853361197,False,,Gdańsk,I 2014
3,2261000,Gdańsk,2014Q2,2014,2,20142,primary,offer,6232.0,False,,Gdańsk,II 2014
3,2261000,Gdańsk,2014Q3,2014,3,20143,primary,offer,6074.0,False,,Gdańsk,III 2014
3,2261000,Gdańsk,2014Q4,2014,4,20144,primary,offer,6289.228882846356,False,,Gdańsk,IV 2014
3,2261000,Gdańsk,2015Q1,2015,1,20151,primary,offer,6492.288428129669,False,,Gdańsk,I 2015
3,2261000,Gdańsk,2015Q2,2015,2,20152,primary,offer,6671.324659290638,False,,Gdańsk,II 2015
3,2261000,Gdańsk,2015Q3,2015,3,20153,primary,offer,6416.41448193605,False,,Gdańsk,III 2015
3,2261000,Gdańsk,2015Q4,2015,4,20154,primary,offer,6487.950390548651,False,,Gdańsk,IV 2015
3,2261000,Gdańsk,2016Q1,2016,1,20161,primary,offer,6635.995493790266,False,,Gdańsk,I 2016
3,2261000,Gdańsk,2016Q2,2016,2,20162,primary,offer,6581.282975833361,False,,Gdańsk,II 2016
3,2261000,Gdańsk,2016Q3,2016,3,20163,primary,offer,6535.657037473796,False,,Gdańsk,III 2016
3,2261000,Gdańsk,2016Q4,2016,4,20164,primary,offer,6549.534791347212,False,,Gdańsk,IV 2016
3,2261000,Gdańsk,2017Q1,2017,1,20171,primary,offer,6461.539186905519,False,,Gdańsk,I 2017
3,2261000,Gdańsk,2017Q2,2017,2,20172,primary,offer,6775.257953888942,False,,Gdańsk,II 2017
3,2261000,Gdańsk,2017Q3,2017,3,20173,primary,offer,7329.195790482667,False,,Gdańsk,III 2017
3,2261000,Gdańsk,2017Q4,2017,4,20174,primary,offer,7370.844582689377,False,,Gdańsk,IV 2017
3,2261000,Gdańsk,2018Q1,2018,1,20181,primary,offer,8053.928994000547,False,,Gdańsk,I 2018
3,2261000,Gdańsk,2018Q2,2018,2,20182,primary,offer,8421.690001801358,False,,Gdańsk,II 2018
3,2261000,Gdańsk,2018Q3,2018,3,20183,primary,offer,8293.091903961813,False,,Gdańsk,III 2018
3,2261000,Gdańsk,2018Q4,2018,4,20184,primary,offer,8603.402564395901,False,,Gdańsk,IV 2018
3,2261000,Gdańsk,2019Q1,2019,1,20191,primary,offer,8267.423061312596,False,,Gdańsk,I 2019
3,2261000,Gdańsk,2019Q2,2019,2,20192,primary,offer,9032.708277431371,False,,Gdańsk,II 2019
3,2261000,Gdańsk,2019Q3,2019,3,20193,primary,offer,9474.023816734387,False,,Gdańsk,III 2019
3,2261000,Gdańsk,2019Q4,2019,4,20194,primary,offer,9806.05298020242,False,,Gdańsk,IV 2019
3,2261000,Gdańsk,2020Q1,2020,1,20201,primary,offer,9904.150708054496,False,,Gdańsk,I 2020
3,2261000,Gdańsk,2020Q2,2020,2,20202,primary,offer,9780.905571859792,False,,Gdańsk,II 2020
3,2261000,Gdańsk,2020Q3,2020,3,20203,primary,offer,9620.978064029137,False,,Gdańsk,III 2020
3,2261000,Gdańsk,2020Q4,2020,4,20204,primary,offer,9690.680485974435,False,,Gdańsk,IV 2020
3,2261000,Gdańsk,2021Q1,2021,1,20211,primary,offer,10070.184102790361,False,,Gdańsk,I 2021
3,2261000,Gdańsk,2021Q2,2021,2,20212,primary,offer,9716.26603934578,False,,Gdańsk,II 2021
3,2261000,Gdańsk,2021Q3,2021,3,20213,primary,offer,10309.71658100315,False,,Gdańsk,III 2021
3,2261000,Gdańsk,2021Q4,2021,4,20214,primary,offer,11185.360925360786,False,,Gdańsk,IV 2021
3,2261000,Gdańsk,2022Q1,2022,1,20221,primary,offer,11356.052868443194,False,,Gdańsk,I 2022
3,2261000,Gdańsk,2022Q2,2022,2,20222,primary,offer,11632.49792479902,False,,Gdańsk,II 2022
3,2261000,Gdańsk,2022Q3,2022,3,20223,primary,offer,11619.434981532744,False,,Gdańsk,III 2022
3,2261000,Gdańsk,2022Q4,2022,4,20224,primary,offer,11642.896017323154,False,,Gdańsk,IV 2022
3,2261000,Gdańsk,2023Q1,2023,1,20231,primary,offer,11808.458457485343,False,,Gdańsk,I 2023
3,2261000,Gdańsk,2023Q2,2023,2,20232,primary,offer,11793.475606774195,False,,Gdańsk,II 2023
3,2261000,Gdańsk,2023Q3,2023,3,20233,primary,offer,12232.81380708881,False,,Gdańsk,III 2023
3,2261000,Gdańsk,2023Q4,2023,4,20234,primary,offer,13062.921047923648,False,,Gdańsk,IV 2023
3,2261000,Gdańsk,2024Q1,2024,1,20241,primary,offer,14019.366904758523,False,,Gdańsk,I 2024
3,2261000,Gdańsk,2024Q2,2024,2,20242,primary,offer,14246.5016656348,False,,Gdańsk,II 2024
3,2261000,Gdańsk,2024Q3,2024,3,20243,primary,offer,14353.385995022796,False,,Gdańsk,III 2024
3,2261000,Gdańsk,2024Q4,2024,4,20244,primary,offer,14055.214865059641,False,,Gdańsk,IV 2024
3,2261000,Gdańsk,2025Q1,2025,1,20251,primary,offer,15275.80574864355,False,,Gdańsk,I 2025
3,2261000,Gdańsk,2025Q2,2025,2,20252,primary,offer,15884.957304234133,False,,Gdańsk,II 2025
3,2261000,Gdańsk,2025Q3,2025,3,20253,primary,offer,16180.16833154081,False,,Gdańsk,III 2025
3,2261000,Gdańsk,2025Q4,2025,4,20254,primary,offer,16083.611256027383,False,,Gdańsk,IV 2025
3,2261000,Gdańsk,2026Q1,2026,1,20261,primary,offer,16431.4611781543,False,,Gdańsk,I 2026
3,2261000,Gdańsk,2026Q2,2026,2,20262,primary,offer,17116.312732002636,False,,Gdańsk,II 2026
4,2262000,Gdynia,2006Q3,2006,3,20063,primary,offer,4937.0,False,,Gdynia*,III 2006
4,2262000,Gdynia,2006Q4,2006,4,20064,primary,offer,5284.0,False,,Gdynia*,IV 2006
4,2262000,Gdynia,2007Q1,2007,1,20071,primary,offer,6466.0,False,,Gdynia*,I 2007
4,2262000,Gdynia,2007Q2,2007,2,20072,primary,offer,8934.0,False,,Gdynia*,II 2007
4,2262000,Gdynia,2007Q3,2007,3,20073,primary,offer,8114.0,False,,Gdynia*,III 2007
4,2262000,Gdynia,2007Q4,2007,4,20074,primary,offer,7887.0,False,,Gdynia*,IV 2007
4,2262000,Gdynia,2008Q1,2008,1,20081,primary,offer,7737.0,False,,Gdynia*,I 2008
4,2262000,Gdynia,2008Q2,2008,2,20082,primary,offer,7897.0,False,,Gdynia*,II 2008
4,2262000,Gdynia,2008Q3,2008,3,20083,primary,offer,7169.0,False,,Gdynia*,III 2008
4,2262000,Gdynia,2008Q4,2008,4,20084,primary,offer,6342.0,False,,Gdynia*,IV 2008
4,2262000,Gdynia,2009Q1,2009,1,20091,primary,offer,6290.0,False,,Gdynia*,I 2009
4,2262000,Gdynia,2009Q2,2009,2,20092,primary,offer,6084.0,False,,Gdynia*,II 2009
4,2262000,Gdynia,2009Q3,2009,3,20093,primary,offer,6294.0,False,,Gdynia*,III 2009
4,2262000,Gdynia,2009Q4,2009,4,20094,primary,offer,6134.0,False,,Gdynia*,IV 2009
4,2262000,Gdynia,2010Q1,2010,1,20101,primary,offer,6128.0,False,,Gdynia*,I 2010
