geography,geography_type,nbp_period,nbp_year,nbp_quarter,nbp_period_order,hedonic_qoq_index,hedonic_yoy_index,nbp_period_source
Kraków,city,2007Q2,2007,2,20072,116.65297124606677,,II 2007
Lublin,city,2007Q2,2007,2,20072,114.62001847710441,,II 2007
Olsztyn,city,2007Q2,2007,2,20072,115.7718358142493,,II 2007
Opole,city,2007Q2,2007,2,20072,,,II 2007
Poznań,city,2007Q2,2007,2,20072,134.29752066115702,,II 2007
Rzeszów,city,2007Q2,2007,2,20072,109.67007963594995,,II 2007
Szczecin,city,2007Q2,2007,2,20072,105.36585902369919,,II 2007
Trójmiasto,city_group,2007Q2,2007,2,20072,119.73936085635653,,II 2007
Warszawa,city,2007Q2,2007,2,20072,109.49883918502718,,II 2007
Wrocław,city,2007Q2,2007,2,20072,108.73004495589585,,II 2007
Zielona Góra,city,2007Q2,2007,2,20072,121.75673148306296,,II 2007
Łódź,city,2007Q2,2007,2,20072,106.71399664727659,,II 2007
Białystok,city,2008Q2,2008,2,20082,97.67855392710324,101.29280143668964,II 2008
Bydgoszcz,city,2008Q2,2008,2,20082,103.88446215139442,116.92825112107623,II 2008
Katowice,city,2008Q2,2008,2,20082,148.65392388722978,124.93225671470114,II 2008
Kielce,city,2008Q2,2008,2,20082,105.2168770268461,119.11924188524605,II 2008
Kraków,city,2008Q2,2008,2,20082,102.16199356584819,93.8894823152889,II 2008
Lublin,city,2008Q2,2008,2,20082,103.86908703841347,123.15962705386072,II 2008
Olsztyn,city,2008Q2,2008,2,20082,95.15741647153256,106.75731871664298,II 2008
Opole,city,2008Q2,2008,2,20082,101.86363060899129,101.24063820004667,II 2008
Poznań,city,2008Q2,2008,2,20082,96.36015325670498,103.17948717948717,II 2008
Rzeszów,city,2008Q2,2008,2,20082,102.18009478672985,111.82572614107882,II 2008
Szczecin,city,2008Q2,2008,2,20082,99.5389478928131,110.66513928414695,II 2008
Trójmiasto,city_group,2008Q2,2008,2,20082,102.75546559940547,107.24022907558725,II 2008
Warszawa,city,2008Q2,2008,2,20082,97.70592417972446,101.33488447459362,II 2008
Wrocław,city,2008Q2,2008,2,20082,101.10199230375557,96.44979199735126,II 2008
Zielona Góra,city,2008Q2,2008,2,20082,99.70562771666636,111.87532737251654,II 2008
Łódź,city,2008Q2,2008,2,20082,98.9588190605898,106.57671043274925,II 2008
Białystok,city,2009Q2,2009,2,20092,97.94132879024822,97.00595445928482,II 2009
Bydgoszcz,city,2009Q2,2009,2,20092,98.29145728643216,93.7679769894535,II 2009
Katowice,city,2009Q2,2009,2,20092,99.7262438827986,79.8039265152936,II 2009
Kielce,city,2009Q2,2009,2,20092,100.8082600757646,91.59906055568702,II 2009
Kraków,city,2009Q2,2009,2,20092,99.97510539450602,86.1385931316822,II 2009
Lublin,city,2009Q2,2009,2,20092,99.58133437916645,97.20340786563958,II 2009
Olsztyn,city,2009Q2,2009,2,20092,99.24172134941847,95.72968118438231,II 2009
Opole,city,2009Q2,2009,2,20092,131.34670530974904,112.08772116382465,II 2009
Poznań,city,2009Q2,2009,2,20092,92.9193899782135,84.79125248508946,II 2009
Rzeszów,city,2009Q2,2009,2,20092,94.4927536231884,90.72356215213358,II 2009
Szczecin,city,2009Q2,2009,2,20092,96.18477357417736,94.84820533727898,II 2009
Trójmiasto,city_group,2009Q2,2009,2,20092,94.8047361072311,90.14703881488198,II 2009
Warszawa,city,2009Q2,2009,2,20092,101.37088015022364,95.24278778010502,II 2009
Wrocław,city,2009Q2,2009,2,20092,93.89312561746614,91.66616635800537,II 2009
Zielona Góra,city,2009Q2,2009,2,20092,97.50189653299118,93.0784653861384,II 2009
Łódź,city,2009Q2,2009,2,20092,100.30770739676271,98.02298071316278,II 2009
Białystok,city,2010Q2,2010,2,20102,101.34020618556701,101.70876598627443,II 2010
Bydgoszcz,city,2010Q2,2010,2,20102,98.80834160873883,101.73824130879345,II 2010
Katowice,city,2010Q2,2010,2,20102,91.43327949096383,99.00640276993346,II 2010
Kielce,city,2010Q2,2010,2,20102,103.24971972326567,105.73140040682966,II 2010
Kraków,city,2010Q2,2010,2,20102,98.326452578061,110.38011697060364,II 2010
Lublin,city,2010Q2,2010,2,20102,105.11639942728044,105.97357567170482,II 2010
Olsztyn,city,2010Q2,2010,2,20102,99.16665821379097,101.49177065232001,II 2010
Opole,city,2010Q2,2010,2,20102,119.53404544510606,99.8692933975293,II 2010
Poznań,city,2010Q2,2010,2,20102,111.66975524475527,112.32432590855804,II 2010
Rzeszów,city,2010Q2,2010,2,20102,103.28638497652582,112.47443762781187,II 2010
Szczecin,city,2010Q2,2010,2,20102,105.30268608796185,104.05294937354238,II 2010
Trójmiasto,city_group,2010Q2,2010,2,20102,101.67707149315075,101.01981248391583,II 2010
Warszawa,city,2010Q2,2010,2,20102,100.95916172144798,103.34802224210245,II 2010
Wrocław,city,2010Q2,2010,2,20102,101.55980005058464,111.94020780892835,II 2010
Zielona Góra,city,2010Q2,2010,2,20102,104.01647785787848,104.71625967701273,II 2010
Łódź,city,2010Q2,2010,2,20102,101.04064054693622,100.2117725868612,II 2010
Białystok,city,2011Q2,2011,2,20112,100.20682523267838,98.57578840284843,II 2011
Bydgoszcz,city,2011Q2,2011,2,20112,98.18875119161106,103.5175879396985,II 2011
Katowice,city,2011Q2,2011,2,20112,100.66666666666666,104.82505126123488,II 2011
Kielce,city,2011Q2,2011,2,20112,100.81796566894872,102.54096634541025,II 2011
Kraków,city,2011Q2,2011,2,20112,97.2354043714719,100.67591791098648,II 2011
Lublin,city,2011Q2,2011,2,20112,98.95840688996515,99.79604228629559,II 2011
Olsztyn,city,2011Q2,2011,2,20112,97.77130810159622,99.75181880992754,II 2011
Opole,city,2011Q2,2011,2,20112,90.6148553553913,82.58856571419605,II 2011
Poznań,city,2011Q2,2011,2,20112,101.06827060978875,92.74778980064092,II 2011
Rzeszów,city,2011Q2,2011,2,20112,103.1616982836495,103.81818181818183,II 2011
Szczecin,city,2011Q2,2011,2,20112,100.66651017178809,94.75344796633306,II 2011
Trójmiasto,city_group,2011Q2,2011,2,20112,104.79298884769625,97.96197511010216,II 2011
Warszawa,city,2011Q2,2011,2,20112,100.63464339585279,96.74216852469625,II 2011
Wrocław,city,2011Q2,2011,2,20112,99.02100264197334,97.2467737067564,II 2011
Zielona Góra,city,2011Q2,2011,2,20112,102.64187866927594,103.86138613861387,II 2011
Łódź,city,2011Q2,2011,2,20112,101.49194743602412,104.33073325160565,II 2011
Białystok,city,2012Q2,2012,2,20122,91.29129129129129,94.11764705882352,II 2012
Bydgoszcz,city,2012Q2,2012,2,20122,98.15384615384616,92.91262135922331,II 2012
Katowice,city,2012Q2,2012,2,20122,98.7987987987988,93.37748344370861,II 2012
Kielce,city,2012Q2,2012,2,20122,95.63756000624663,93.17652205516167,II 2012
Kraków,city,2012Q2,2012,2,20122,92.53140867716363,95.75351715671029,II 2012
Lublin,city,2012Q2,2012,2,20122,98.9584245017128,95.27719752880591,II 2012
Olsztyn,city,2012Q2,2012,2,20122,100.41266893634581,99.93839203203615,II 2012
Opole,city,2012Q2,2012,2,20122,106.07202106988618,119.4124322106725,II 2012
Poznań,city,2012Q2,2012,2,20122,93.6224229744227,93.32445362287997,II 2012
Rzeszów,city,2012Q2,2012,2,20122,97.87798408488064,96.93520140105079,II 2012
Szczecin,city,2012Q2,2012,2,20122,102.55963888880456,94.23713648917476,II 2012
Trójmiasto,city_group,2012Q2,2012,2,20122,99.8874302187903,90.02444232511682,II 2012
Warszawa,city,2012Q2,2012,2,20122,98.42012830674345,97.14562094571693,II 2012
Wrocław,city,2012Q2,2012,2,20122,92.88537549407114,91.70731707317074,II 2012
Zielona Góra,city,2012Q2,2012,2,20122,92.36983842010773,98.09342230695901,II 2012
Łódź,city,2012Q2,2012,2,20122,94.44212721584984,88.17172897196261,II 2012
Białystok,city,2013Q2,2013,2,20132,100.1082251082251,101.42543859649122,II 2013
Bydgoszcz,city,2013Q2,2013,2,20132,96.71610169491525,95.40229885057471,II 2013
Katowice,city,2013Q2,2013,2,20132,99.54126657910285,95.75210346849701,II 2013
Kielce,city,2013Q2,2013,2,20132,102.05901449757191,98.76060564802133,II 2013
Kraków,city,2013Q2,2013,2,20132,101.83129585073996,96.73018927845949,II 2013
Lublin,city,2013Q2,2013,2,20132,104.62674876002364,99.07232538420388,II 2013
Olsztyn,city,2013Q2,2013,2,20132,101.65425065731814,95.33545669372239,II 2013
Opole,city,2013Q2,2013,2,20132,96.03666467550737,92.4236507560158,II 2013
Poznań,city,2013Q2,2013,2,20132,104.27969326283011,100.00989540213683,II 2013
Rzeszów,city,2013Q2,2013,2,20132,100.81447963800905,100.63233965672991,II 2013
Szczecin,city,2013Q2,2013,2,20132,102.54880595294891,95.59823335443673,II 2013
Trójmiasto,city_group,2013Q2,2013,2,20132,99.26350989906513,91.32722940145959,II 2013
Warszawa,city,2013Q2,2013,2,20132,95.7915042371101,91.56073820691194,II 2013
Wrocław,city,2013Q2,2013,2,20132,102.28571428571429,95.2127659574468,II 2013
Zielona Góra,city,2013Q2,2013,2,20132,109.22279792746114,102.42954324586977,II 2013
Łódź,city,2013Q2,2013,2,20132,99.43736364680214,95.61665010489125,II 2013
Białystok,city,2014Q2,2014,2,20142,96.14973262032086,97.1891891891892,II 2014
Bydgoszcz,city,2014Q2,2014,2,20142,102.10876803551609,100.76670317634174,II 2014
Katowice,city,2014Q2,2014,2,20142,101.3149809918968,106.55258605931472,II 2014
Kielce,city,2014Q2,2014,2,20142,100.01059766832124,99.6578606088768,II 2014
Kraków,city,2014Q2,2014,2,20142,108.22498981799384,103.43489161180679,II 2014
Lublin,city,2014Q2,2014,2,20142,98.72125615440255,94.83247158573307,II 2014
Olsztyn,city,2014Q2,2014,2,20142,101.94854953475644,100.36641879512878,II 2014
Opole,city,2014Q2,2014,2,20142,99.89268787774259,104.27006241144939,II 2014
Poznań,city,2014Q2,2014,2,20142,101.96816881536665,98.8188212629299,II 2014
Rzeszów,city,2014Q2,2014,2,20142,98.50877192982456,100.80789946140034,II 2014
Szczecin,city,2014Q2,2014,2,20142,95.49789800440837,95.23834864423978,II 2014
Trójmiasto,city_group,2014Q2,2014,2,20142,104.16381206315317,106.7996878820174,II 2014
Warszawa,city,2014Q2,2014,2,20142,100.04562203134277,102.75114351142732,II 2014
Wrocław,city,2014Q2,2014,2,20142,104.37219730941703,104.02234636871508,II 2014
Zielona Góra,city,2014Q2,2014,2,20142,108.12536542311184,95.31242095289304,II 2014
Łódź,city,2014Q2,2014,2,20142,97.24061810154525,101.73210161662819,II 2014
Białystok,city,2015Q2,2015,2,20152,99.78378378378379,102.66963292547273,II 2015
Bydgoszcz,city,2015Q2,2015,2,20152,100.84925690021231,103.26086956521738,II 2015
Katowice,city,2015Q2,2015,2,20152,99.67399254405302,103.71434513661342,II 2015
Kielce,city,2015Q2,2015,2,20152,101.12971548332857,98.07942092522254,II 2015
Kraków,city,2015Q2,2015,2,20152,102.32726938879053,100.17276407497219,II 2015
Lublin,city,2015Q2,2015,2,20152,99.89576153573948,100.18548747592449,II 2015
Olsztyn,city,2015Q2,2015,2,20152,100.75106128224665,99.3879523247074,II 2015
Opole,city,2015Q2,2015,2,20152,99.0198440314142,97.2467718215517,II 2015
Poznań,city,2015Q2,2015,2,20152,98.15519441109583,99.98685452198497,II 2015
Rzeszów,city,2015Q2,2015,2,20152,98.9537925021796,101.06856634016029,II 2015
Szczecin,city,2015Q2,2015,2,20152,97.58909929345508,101.56607124342192,II 2015
Trójmiasto,city_group,2015Q2,2015,2,20152,98.58213018209223,100.57760533400781,II 2015
Warszawa,city,2015Q2,2015,2,20152,101.55608952229574,103.52014116045697,II 2015
Wrocław,city,2015Q2,2015,2,20152,99.23161361141604,97.0998925886144,II 2015
Zielona Góra,city,2015Q2,2015,2,20152,97.74497492949466,93.18000155857766,II 2015
Łódź,city,2015Q2,2015,2,20152,97.29606389047348,96.79909194097617,II 2015
Białystok,city,2016Q2,2016,2,20162,100.43057050592033,101.0834236186349,II 2016
Bydgoszcz,city,2016Q2,2016,2,20162,102.49739854318418,103.68421052631578,II 2016
Katowice,city,2016Q2,2016,2,20162,97.5367553883403,97.99577567516624,II 2016
Kielce,city,2016Q2,2016,2,20162,99.1307843713767,94.29766214733658,II 2016
Kraków,city,2016Q2,2016,2,20162,103.89892790755506,100.09656813690826,II 2016
Lublin,city,2016Q2,2016,2,20162,102.88264259335249,104.29492512479202,II 2016
Olsztyn,city,2016Q2,2016,2,20162,101.05240549828179,101.66378565254969,II 2016
Opole,city,2016Q2,2016,2,20162,103.2366061292834,103.78422650970197,II 2016
Poznań,city,2016Q2,2016,2,20162,101.05090573848156,104.25303292660206,II 2016
Rzeszów,city,2016Q2,2016,2,20162,101.12359550561798,103.08370044052863,II 2016
Szczecin,city,2016Q2,2016,2,20162,105.58621662751149,107.40426179065273,II 2016
Trójmiasto,city_group,2016Q2,2016,2,20162,105.09587240528397,103.77410673319653,II 2016
Warszawa,city,2016Q2,2016,2,20162,102.40077843668503,101.33411721955052,II 2016
Wrocław,city,2016Q2,2016,2,20162,103.75690607734806,103.8716814159292,II 2016
Zielona Góra,city,2016Q2,2016,2,20162,104.72208119152218,107.04382155518,II 2016
Łódź,city,2016Q2,2016,2,20162,101.95922086798042,104.96013133208255,II 2016
Białystok,city,2017Q2,2017,2,20172,100.70281931166419,103.51494896142349,II 2017
Bydgoszcz,city,2017Q2,2017,2,20172,102.08747514910537,104.26395939086295,II 2017
Katowice,city,2017Q2,2017,2,20172,98.2640920746281,100.45124941033234,II 2017
Kielce,city,2017Q2,2017,2,20172,101.7916266297052,100.07408880856958,II 2017
Kraków,city,2017Q2,2017,2,20172,100.26523351387455,107.6582443164671,II 2017
Lublin,city,2017Q2,2017,2,20172,99.96999699969997,99.67095423272508,II 2017
Olsztyn,city,2017Q2,2017,2,20172,103.10925270719417,102.19978746014878,II 2017
Opole,city,2017Q2,2017,2,20172,99.71216903898805,105.12723765273569,II 2017
Poznań,city,2017Q2,2017,2,20172,101.32773423526689,102.37791499941716,II 2017
Rzeszów,city,2017Q2,2017,2,20172,102.90350128095645,102.99145299145297,II 2017
Szczecin,city,2017Q2,2017,2,20172,102.4674484900243,104.53872968088682,II 2017
Trójmiasto,city_group,2017Q2,2017,2,20172,102.77962133896199,111.0737588352918,II 2017
Warszawa,city,2017Q2,2017,2,20172,99.71892771149821,102.63310058003694,II 2017
Wrocław,city,2017Q2,2017,2,20172,99.7946611909651,103.5143769968051,II 2017
Zielona Góra,city,2017Q2,2017,2,20172,109.01489272620282,109.84026650247769,II 2017
Łódź,city,2017Q2,2017,2,20172,101.09387208393792,101.18422522623169,II 2017
Białystok,city,2018Q2,2018,2,20182,108.0338886331119,111.84138402968608,II 2018
Bydgoszcz,city,2018Q2,2018,2,20182,100.37523452157599,104.18695228821811,II 2018
Katowice,city,2018Q2,2018,2,20182,103.80004074275526,117.81015610309913,II 2018
Kielce,city,2018Q2,2018,2,20182,102.77167507761831,104.51310021048155,II 2018
Kraków,city,2018Q2,2018,2,20182,103.85548542848188,101.69905175234597,II 2018
Lublin,city,2018Q2,2018,2,20182,100.18450184501846,103.21128451380552,II 2018
Olsztyn,city,2018Q2,2018,2,20182,104.28003668602874,106.40532390558386,II 2018
Opole,city,2018Q2,2018,2,20182,105.2386213574428,103.88632829970699,II 2018
Poznań,city,2018Q2,2018,2,20182,103.29230084550458,106.62338648883114,II 2018
Rzeszów,city,2018Q2,2018,2,20182,101.03916866506795,104.89626556016599,II 2018
Szczecin,city,2018Q2,2018,2,20182,103.5270911870861,108.43766040607115,II 2018
Trójmiasto,city_group,2018Q2,2018,2,20182,105.20444462170235,111.75297045864518,II 2018
Warszawa,city,2018Q2,2018,2,20182,100.56457132635981,104.97889200850943,II 2018
Wrocław,city,2018Q2,2018,2,20182,105.37001897533207,114.25925925925927,II 2018
Zielona Góra,city,2018Q2,2018,2,20182,101.90566964314989,103.1437074327358,II 2018
Łódź,city,2018Q2,2018,2,20182,101.35297654840649,111.659489897317,II 2018
Białystok,city,2019Q2,2019,2,20192,105.14981177524001,111.06784442158705,II 2019
Bydgoszcz,city,2019Q2,2019,2,20192,100.16460905349795,113.73831775700936,II 2019
Katowice,city,2019Q2,2019,2,20192,99.38579381646478,106.80016619349664,II 2019
Kielce,city,2019Q2,2019,2,20192,101.57539036814815,104.47559411999232,II 2019
Kraków,city,2019Q2,2019,2,20192,105.33291933705881,113.70919325847618,II 2019
Lublin,city,2019Q2,2019,2,20192,103.06859205776173,110.69109237181351,II 2019
Olsztyn,city,2019Q2,2019,2,20192,105.72519083969465,113.69099970683084,II 2019
Opole,city,2019Q2,2019,2,20192,102.76788483090881,106.83426910070114,II 2019
Poznań,city,2019Q2,2019,2,20192,102.53449333821578,107.6120851807818,II 2019
Rzeszów,city,2019Q2,2019,2,20192,102.26415094339623,107.1993670886076,II 2019
Szczecin,city,2019Q2,2019,2,20192,105.62292922941327,114.46239540978269,II 2019
Trójmiasto,city_group,2019Q2,2019,2,20192,108.86183903699866,114.8146318083854,II 2019
Warszawa,city,2019Q2,2019,2,20192,101.58133908843914,108.50947420621996,II 2019
Wrocław,city,2019Q2,2019,2,20192,104.90463215258856,103.99783900594272,II 2019
Zielona Góra,city,2019Q2,2019,2,20192,108.52050954268127,113.51208029151127,II 2019
Łódź,city,2019Q2,2019,2,20192,104.7526858389115,119.35015610354,II 2019
Białystok,city,2020Q2,2020,2,20202,99.97973358996545,105.09077621318413,II 2020
Bydgoszcz,city,2020Q2,2020,2,20202,99.4186046511628,112.40755957271982,II 2020
Katowice,city,2020Q2,2020,2,20202,102.06929917753989,118.76566047762415,II 2020
Kielce,city,2020Q2,2020,2,20202,103.62197407417939,115.0365994890032,II 2020
Kraków,city,2020Q2,2020,2,20202,103.69979917179744,117.08421218955523,II 2020
Lublin,city,2020Q2,2020,2,20202,105.06024096385542,114.53590192644485,II 2020
Olsztyn,city,2020Q2,2020,2,20202,104.0149241625436,110.2286401925391,II 2020
Opole,city,2020Q2,2020,2,20202,109.95478862751014,117.57116151657297,II 2020
Poznań,city,2020Q2,2020,2,20202,102.99579460789438,109.03146680503791,II 2020
Rzeszów,city,2020Q2,2020,2,20202,104.51436388508894,112.76752767527675,II 2020
Szczecin,city,2020Q2,2020,2,20202,104.0635390972821,112.9782804364833,II 2020
Trójmiasto,city_group,2020Q2,2020,2,20202,101.14654582088527,105.14416353522125,II 2020
Warszawa,city,2020Q2,2020,2,20202,101.01934484823471,110.42207772268893,II 2020
Wrocław,city,2020Q2,2020,2,20202,104.21199704006241,115.98615615176678,II 2020
Zielona Góra,city,2020Q2,2020,2,20202,97.99396853189846,115.01319370707854,II 2020
Łódź,city,2020Q2,2020,2,20202,104.10724027745306,110.67217384037535,II 2020
Białystok,city,2021Q2,2021,2,20212,107.82505998732994,116.33114801232416,II 2021
Bydgoszcz,city,2021Q2,2021,2,20212,102.15517241379311,103.94736842105262,II 2021
Katowice,city,2021Q2,2021,2,20212,106.79437516264332,107.81610315420029,II 2021
Kielce,city,2021Q2,2021,2,20212,106.6947219647768,110.6926009428421,II 2021
Kraków,city,2021Q2,2021,2,20212,105.13809743621927,109.13377243146552,II 2021
Lublin,city,2021Q2,2021,2,20212,104.63917525773195,108.63914373088683,II 2021
Olsztyn,city,2021Q2,2021,2,20212,104.46401686239086,108.21116656269496,II 2021
Opole,city,2021Q2,2021,2,20212,100.87146254921944,104.39516062452296,II 2021
Poznań,city,2021Q2,2021,2,20212,103.4378425262146,105.36125149942667,II 2021
Rzeszów,city,2021Q2,2021,2,20212,101.32802124833998,99.86910994764396,II 2021
Szczecin,city,2021Q2,2021,2,20212,107.20398645965959,110.73473205391593,II 2021
Trójmiasto,city_group,2021Q2,2021,2,20212,99.66321281241412,104.39235053457878,II 2021
Warszawa,city,2021Q2,2021,2,20212,103.34135167020541,108.01650341861222,II 2021
Wrocław,city,2021Q2,2021,2,20212,105.2781056609271,110.40278624665629,II 2021
Zielona Góra,city,2021Q2,2021,2,20212,111.3823077455735,107.25752924275658,II 2021
Łódź,city,2021Q2,2021,2,20212,104.29250457038393,106.76748016170086,II 2021
Białystok,city,2022Q2,2022,2,20222,106.44171779141105,118.2941514284339,II 2022
Bydgoszcz,city,2022Q2,2022,2,20222,103.68722186904004,114.69760900140646,II 2022
Katowice,city,2022Q2,2022,2,20222,102.60594583314058,114.25121606146182,II 2022
Kielce,city,2022Q2,2022,2,20222,107.46053566730072,121.28727984586862,II 2022
Kraków,city,2022Q2,2022,2,20222,108.07315172714418,114.61077745481643,II 2022
Lublin,city,2022Q2,2022,2,20222,100.79901659496007,115.41168191414496,II 2022
Olsztyn,city,2022Q2,2022,2,20222,102.22179413086754,114.71499603660733,II 2022
Opole,city,2022Q2,2022,2,20222,105.44263407248155,115.22881329391024,II 2022
Poznań,city,2022Q2,2022,2,20222,102.42732156916212,112.85115918684254,II 2022
Rzeszów,city,2022Q2,2022,2,20222,105.79523502897617,107.66710353866318,II 2022
Szczecin,city,2022Q2,2022,2,20222,105.1272376588184,120.33666436519906,II 2022
Trójmiasto,city_group,2022Q2,2022,2,20222,107.20768745459885,115.42362357875655,II 2022
Warszawa,city,2022Q2,2022,2,20222,100.41075949802318,111.19139682314419,II 2022
Wrocław,city,2022Q2,2022,2,20222,106.91802980094474,115.86883029073698,II 2022
Zielona Góra,city,2022Q2,2022,2,20222,106.88079128187063,113.83459334042305,II 2022
Łódź,city,2022Q2,2022,2,20222,107.42053865770976,121.09101107839011,II 2022
Białystok,city,2023Q2,2023,2,20232,100.11415525114155,101.09510086455332,II 2023
Bydgoszcz,city,2023Q2,2023,2,20232,100.74859638178415,99.01900674432864,II 2023
Katowice,city,2023Q2,2023,2,20232,99.98002172514063,102.91028117253131,II 2023
Kielce,city,2023Q2,2023,2,20232,101.95090058896913,102.4410097241313,II 2023
Kraków,city,2023Q2,2023,2,20232,102.15111958144504,105.7704416784742,II 2023
Lublin,city,2023Q2,2023,2,20232,103.18924458913608,104.3658536585366,II 2023
Olsztyn,city,2023Q2,2023,2,20232,108.29714137551046,104.9500596771154,II 2023
Opole,city,2023Q2,2023,2,20232,103.581528799559,107.683735019021,II 2023
Poznań,city,2023Q2,2023,2,20232,103.2793645623058,105.72504893214807,II 2023
Rzeszów,city,2023Q2,2023,2,20232,106.9461827284105,104.01704199634814,II 2023
Szczecin,city,2023Q2,2023,2,20232,98.29494764260832,96.65780692606322,II 2023
Trójmiasto,city_group,2023Q2,2023,2,20232,102.33163194792184,101.37500287167371,II 2023
Warszawa,city,2023Q2,2023,2,20232,103.71971533694762,103.11094206813817,II 2023
Wrocław,city,2023Q2,2023,2,20232,103.31264052558772,109.12645153760867,II 2023
Zielona Góra,city,2023Q2,2023,2,20232,98.17492984235967,105.88096963847262,II 2023
Łódź,city,2023Q2,2023,2,20232,95.7629135920019,93.17892298784018,II 2023
Białystok,city,2024Q2,2024,2,20242,104.230377166157,116.59064994298744,II 2024
Bydgoszcz,city,2024Q2,2024,2,20242,99.05593476107651,112.56630294090324,II 2024
Katowice,city,2024Q2,2024,2,20242,101.06618335124973,116.37460794584022,II 2024
Kielce,city,2024Q2,2024,2,20242,109.3456472634734,121.35383170226883,II 2024
Kraków,city,2024Q2,2024,2,20242,107.59066990007042,129.25460339307966,II 2024
Lublin,city,2024Q2,2024,2,20242,104.54785827604442,115.50595933629353,II 2024
Olsztyn,city,2024Q2,2024,2,20242,103.13069216757741,108.44556174058778,II 2024
Opole,city,2024Q2,2024,2,20242,105.35111532401442,116.52658243309224,II 2024
Poznań,city,2024Q2,2024,2,20242,103.00765389034616,116.81206019613614,II 2024
Rzeszów,city,2024Q2,2024,2,20242,107.74125132555675,118.89994148624925,II 2024
Szczecin,city,2024Q2,2024,2,20242,101.93866750931781,116.21287484833786,II 2024
Trójmiasto,city_group,2024Q2,2024,2,20242,105.90769803225766,117.74707236223702,II 2024
Warszawa,city,2024Q2,2024,2,20242,102.5413105536764,117.81961391225622,II 2024
Wrocław,city,2024Q2,2024,2,20242,101.69798761062097,113.01623978916997,II 2024
Zielona Góra,city,2024Q2,2024,2,20242,102.39396745786892,116.28322698380111,II 2024
Łódź,city,2024Q2,2024,2,20242,100.20470291832876,118.63658960974396,II 2024
Białystok,city,2025Q2,2025,2,20252,99.34913993491399,104.49877750611248,II 2025
Bydgoszcz,city,2025Q2,2025,2,20252,100.1908928711023,107.38241034122444,II 2025
Katowice,city,2025Q2,2025,2,20252,104.60222929295814,109.59955365788173,II 2025
Kielce,city,2025Q2,2025,2,20252,98.962221471606,102.0638910774314,II 2025
Kraków,city,2025Q2,2025,2,20252,99.34262580568237,103.19813125907271,II 2025
Lublin,city,2025Q2,2025,2,20252,101.6646024275452,103.79868487607486,II 2025
Olsztyn,city,2025Q2,2025,2,20252,101.80438536815115,107.37277845236783,II 2025
Opole,city,2025Q2,2025,2,20252,99.87158104309167,106.39199613950193,II 2025
Poznań,city,2025Q2,2025,2,20252,100.98960865152226,103.10255862764942,II 2025
Rzeszów,city,2025Q2,2025,2,20252,98.28703703703704,104.47834645669292,II 2025
Szczecin,city,2025Q2,2025,2,20252,104.81048439675816,106.35830313249271,II 2025
Trójmiasto,city_group,2025Q2,2025,2,20252,99.49628519318846,101.32250957936041,II 2025
Warszawa,city,2025Q2,2025,2,20252,100.19673856914592,102.15961428980683,II 2025
Wrocław,city,2025Q2,2025,2,20252,102.07138702577517,105.66557148674039,II 2025
Zielona Góra,city,2025Q2,2025,2,20252,106.16012612544117,112.60683631433062,II 2025
Łódź,city,2025Q2,2025,2,20252,101.39593908629443,108.81567230632237,II 2025
Białystok,city,2026Q2,2026,2,20262,101.55002348520432,101.16986429574169,II 2026
Bydgoszcz,city,2026Q2,2026,2,20262,101.70000000000002,104.19259898930369,II 2026
Katowice,city,2026Q2,2026,2,20262,100.80090765147771,96.96376072940541,II 2026
Kielce,city,2026Q2,2026,2,20262,101.2978491001528,104.68388111587304,II 2026
Kraków,city,2026Q2,2026,2,20262,98.2074605337349,98.54819575189099,II 2026
Lublin,city,2026Q2,2026,2,20262,103.27468230694039,102.96769163296136,II 2026
Olsztyn,city,2026Q2,2026,2,20262,103.30658268996343,104.55026781400035,II 2026
Opole,city,2026Q2,2026,2,20262,102.05688198681109,104.67691948716478,II 2026
Poznań,city,2026Q2,2026,2,20262,103.17706901864476,104.36654814244251,II 2026
Rzeszów,city,2026Q2,2026,2,20262,98.04634257155838,101.64861045690061,II 2026
Szczecin,city,2026Q2,2026,2,20262,100.36884054970132,99.78696532576818,II 2026
Trójmiasto,city_group,2026Q2,2026,2,20262,102.34263655164175,110.62297394560939,II 2026
Warszawa,city,2026Q2,2026,2,20262,98.66618481846169,101.19716303914339,II 2026
Wrocław,city,2026Q2,2026,2,20262,99.51460016673441,99.00680181392951,II 2026
Zielona Góra,city,2026Q2,2026,2,20262,102.58253421153769,103.71346951426852,II 2026
Łódź,city,2026Q2,2026,2,20262,99.40229238558116,100.80213983491164,II 2026
Białystok,city,2006Q3,2006,3,20063,,,III 2006
Bydgoszcz,city,2006Q3,2006,3,20063,,,III 2006
Katowice,city,2006Q3,2006,3,20063,,,III 2006
Kielce,city,2006Q3,2006,3,20063,,,III 2006
Kraków,city,2006Q3,2006,3,20063,,,III 2006
Lublin,city,2006Q3,2006,3,20063,,,III 2006
Olsztyn,city,2006Q3,2006,3,20063,,,III 2006
Opole,city,2006Q3,2006,3,20063,,,III 2006
Poznań,city,2006Q3,2006,3,20063,,,III 2006
Rzeszów,city,2006Q3,2006,3,20063,,,III 2006
Szczecin,city,2006Q3,2006,3,20063,,,III 2006
Trójmiasto,city_group,2006Q3,2006,3,20063,,,III 2006
Warszawa,city,2006Q3,2006,3,20063,,,III 2006
