geography,geography_type,nbp_period,nbp_year,nbp_quarter,nbp_period_order,hedonic_qoq_index,hedonic_yoy_index,nbp_period_source
Kielce,city,2007Q4,2007,4,20074,95.77775410819258,149.23160184845986,IV 2007
Kraków,city,2007Q4,2007,4,20074,97.93437779729479,105.75260281059875,IV 2007
Lublin,city,2007Q4,2007,4,20074,108.3335447653524,158.43452592313912,IV 2007
Olsztyn,city,2007Q4,2007,4,20074,106.03904435882995,126.33711110649278,IV 2007
Opole,city,2007Q4,2007,4,20074,94.03825003552375,,IV 2007
Poznań,city,2007Q4,2007,4,20074,97.41807348560079,144.47717231222384,IV 2007
Rzeszów,city,2007Q4,2007,4,20074,110.96153846153847,151.04712041884815,IV 2007
Szczecin,city,2007Q4,2007,4,20074,99.76987818579262,146.96488617808456,IV 2007
Trójmiasto,city_group,2007Q4,2007,4,20074,108.87233647024743,142.18151955933502,IV 2007
Warszawa,city,2007Q4,2007,4,20074,98.74510746804766,125.94434562308345,IV 2007
Wrocław,city,2007Q4,2007,4,20074,86.32438108697444,113.40984423578675,IV 2007
Zielona Góra,city,2007Q4,2007,4,20074,101.43381518895387,135.85728398662133,IV 2007
Łódź,city,2007Q4,2007,4,20074,103.0256224121272,175.25983392899494,IV 2007
Białystok,city,2008Q4,2008,4,20084,99.93491711233268,98.98237784455924,IV 2008
Bydgoszcz,city,2008Q4,2008,4,20084,98.92367906066535,103.5860655737705,IV 2008
Katowice,city,2008Q4,2008,4,20084,107.34772909977994,136.20724255168065,IV 2008
Kielce,city,2008Q4,2008,4,20084,100.42572380562174,105.87592404995154,IV 2008
Kraków,city,2008Q4,2008,4,20084,105.63172071835638,95.07166390934472,IV 2008
Lublin,city,2008Q4,2008,4,20084,97.05485779183687,101.70362518778693,IV 2008
Olsztyn,city,2008Q4,2008,4,20084,102.31580299250695,96.04941899313258,IV 2008
Opole,city,2008Q4,2008,4,20084,101.48600277808258,100.48087690256612,IV 2008
Poznań,city,2008Q4,2008,4,20084,94.10589410589412,96.0244648318043,IV 2008
Rzeszów,city,2008Q4,2008,4,20084,99.54044117647058,93.8474870017331,IV 2008
Szczecin,city,2008Q4,2008,4,20084,95.05382974812393,98.1124904208573,IV 2008
Trójmiasto,city_group,2008Q4,2008,4,20084,101.00636626893792,91.83741487794313,IV 2008
Warszawa,city,2008Q4,2008,4,20084,99.11144947547635,97.8445558900272,IV 2008
Wrocław,city,2008Q4,2008,4,20084,99.01836686221297,97.79889064202301,IV 2008
Zielona Góra,city,2008Q4,2008,4,20084,98.18835544316694,91.9477488790459,IV 2008
Łódź,city,2008Q4,2008,4,20084,105.76838645892607,97.95449285046567,IV 2008
Białystok,city,2009Q4,2009,4,20094,95.13163665452956,91.30859375,IV 2009
Bydgoszcz,city,2009Q4,2009,4,20094,108.24742268041237,103.85756676557864,IV 2009
Katowice,city,2009Q4,2009,4,20094,92.44746299665579,81.65308279248987,IV 2009
Kielce,city,2009Q4,2009,4,20094,104.19295329947175,98.49380679720913,IV 2009
Kraków,city,2009Q4,2009,4,20094,101.37205863494813,94.93460713723294,IV 2009
Lublin,city,2009Q4,2009,4,20094,105.07500283246709,102.47561651373374,IV 2009
Olsztyn,city,2009Q4,2009,4,20094,104.72117213516616,100.51952918055349,IV 2009
Opole,city,2009Q4,2009,4,20094,101.64925728615857,92.37628615122698,IV 2009
Poznań,city,2009Q4,2009,4,20094,97.68976897689768,94.26751592356688,IV 2009
Rzeszów,city,2009Q4,2009,4,20094,101.6732283464567,95.38319482917821,IV 2009
Szczecin,city,2009Q4,2009,4,20094,102.56670416429867,98.70903026805105,IV 2009
Trójmiasto,city_group,2009Q4,2009,4,20094,100.51732814372498,95.3600876314028,IV 2009
Warszawa,city,2009Q4,2009,4,20094,100.46896234302471,93.75056238256172,IV 2009
Wrocław,city,2009Q4,2009,4,20094,103.42123338193842,100.49495111645285,IV 2009
Zielona Góra,city,2009Q4,2009,4,20094,100.21751973130633,96.32594502269885,IV 2009
Łódź,city,2009Q4,2009,4,20094,99.0090268619684,92.21443619159955,IV 2009
Białystok,city,2010Q4,2010,4,20104,98.18181818181819,103.9572192513369,IV 2010
Bydgoszcz,city,2010Q4,2010,4,20104,99.42084942084942,98.09523809523809,IV 2010
Katowice,city,2010Q4,2010,4,20104,98.6653956148713,104.38326108745308,IV 2010
Kielce,city,2010Q4,2010,4,20104,102.66819465221451,102.01769767478169,IV 2010
Kraków,city,2010Q4,2010,4,20104,95.38534949405748,101.56539218534981,IV 2010
Lublin,city,2010Q4,2010,4,20104,98.24723273892424,101.82051191660632,IV 2010
Olsztyn,city,2010Q4,2010,4,20104,97.96672828096119,96.82396679709696,IV 2010
Opole,city,2010Q4,2010,4,20104,97.13459654725095,104.17569770584052,IV 2010
Poznań,city,2010Q4,2010,4,20104,105.4276189412553,106.30618243243244,IV 2010
Rzeszów,city,2010Q4,2010,4,20104,97.03770197486534,104.64666021297194,IV 2010
Szczecin,city,2010Q4,2010,4,20104,101.99420954077361,97.107835394136,IV 2010
Trójmiasto,city_group,2010Q4,2010,4,20104,97.24208071116107,95.64918713638194,IV 2010
Warszawa,city,2010Q4,2010,4,20104,100.0058883127046,101.47309401664899,IV 2010
Wrocław,city,2010Q4,2010,4,20104,98.38138608705987,100.99155617288554,IV 2010
Zielona Góra,city,2010Q4,2010,4,20104,107.09146968139775,111.83387870928297,IV 2010
Łódź,city,2010Q4,2010,4,20104,97.16914297685577,99.33156497392811,IV 2010
Białystok,city,2011Q4,2011,4,20114,103.55220667384285,98.97119341563786,IV 2011
Bydgoszcz,city,2011Q4,2011,4,20114,102.41206030150754,98.93203883495147,IV 2011
Katowice,city,2011Q4,2011,4,20114,99.01864573110893,97.487922705314,IV 2011
Kielce,city,2011Q4,2011,4,20114,101.29279750941289,101.79156097503066,IV 2011
Kraków,city,2011Q4,2011,4,20114,97.54119199651907,101.23618369178729,IV 2011
Lublin,city,2011Q4,2011,4,20114,96.3179051667187,101.22602451043865,IV 2011
Olsztyn,city,2011Q4,2011,4,20114,99.44672131147541,101.74004192872117,IV 2011
Opole,city,2011Q4,2011,4,20114,101.27699354295443,113.39116214895795,IV 2011
Poznań,city,2011Q4,2011,4,20114,97.40340067439875,92.3272156355267,IV 2011
Rzeszów,city,2011Q4,2011,4,20114,104.28441203281677,105.82793709528215,IV 2011
Szczecin,city,2011Q4,2011,4,20114,90.10844662796494,86.28034688077781,IV 2011
Trójmiasto,city_group,2011Q4,2011,4,20114,96.44925081668922,96.12467859489188,IV 2011
Warszawa,city,2011Q4,2011,4,20114,98.9759794826933,98.15315353840728,IV 2011
Wrocław,city,2011Q4,2011,4,20114,96.59533073929961,96.92759888616098,IV 2011
Zielona Góra,city,2011Q4,2011,4,20114,91.7753259779338,87.81190019193858,IV 2011
Łódź,city,2011Q4,2011,4,20114,101.09763746602552,101.67466766001922,IV 2011
Białystok,city,2012Q4,2012,4,20124,94.81865284974094,95.11434511434511,IV 2012
Bydgoszcz,city,2012Q4,2012,4,20124,99.68152866242038,92.14916584887143,IV 2012
Katowice,city,2012Q4,2012,4,20124,98.3050847457627,97.72051536174429,IV 2012
Kielce,city,2012Q4,2012,4,20124,98.87876740540243,94.14307177724774,IV 2012
Kraków,city,2012Q4,2012,4,20124,104.15198605209297,99.33211713060663,IV 2012
Lublin,city,2012Q4,2012,4,20124,95.45159014017584,92.46562881727593,IV 2012
Olsztyn,city,2012Q4,2012,4,20124,96.85672514619883,95.55944776426952,IV 2012
Opole,city,2012Q4,2012,4,20124,106.66774473044643,90.2675105394143,IV 2012
Poznań,city,2012Q4,2012,4,20124,106.57383086530217,102.5149741190217,IV 2012
Rzeszów,city,2012Q4,2012,4,20124,98.53068280034572,99.65034965034964,IV 2012
Szczecin,city,2012Q4,2012,4,20124,97.96786940010684,105.496065802612,IV 2012
Trójmiasto,city_group,2012Q4,2012,4,20124,96.21230544339403,91.29795673153181,IV 2012
Warszawa,city,2012Q4,2012,4,20124,97.55499219179833,94.60522282190153,IV 2012
Wrocław,city,2012Q4,2012,4,20124,99.78746014877791,94.56193353474322,IV 2012
Zielona Góra,city,2012Q4,2012,4,20124,96.01167315175097,107.86885245901641,IV 2012
Łódź,city,2012Q4,2012,4,20124,96.32696390658172,93.82690518043636,IV 2012
Białystok,city,2013Q4,2013,4,20134,100.1083423618635,100.98360655737706,IV 2013
Bydgoszcz,city,2013Q4,2013,4,20134,101.31868131868131,98.18956336528221,IV 2013
Katowice,city,2013Q4,2013,4,20134,92.74224914256136,93.77689898086581,IV 2013
Kielce,city,2013Q4,2013,4,20134,98.35422419599087,98.88588034223993,IV 2013
Kraków,city,2013Q4,2013,4,20134,97.84236352111691,94.1083062772358,IV 2013
Lublin,city,2013Q4,2013,4,20134,104.08680766851121,97.26768871182281,IV 2013
Olsztyn,city,2013Q4,2013,4,20134,99.7079186499351,99.37466307277629,IV 2013
Opole,city,2013Q4,2013,4,20134,103.877659386788,102.97237200936684,IV 2013
Poznań,city,2013Q4,2013,4,20134,91.21173219896602,87.4128728842653,IV 2013
Rzeszów,city,2013Q4,2013,4,20134,103.69369369369367,100.96491228070175,IV 2013
Szczecin,city,2013Q4,2013,4,20134,97.26244828666009,95.86663298580028,IV 2013
Trójmiasto,city_group,2013Q4,2013,4,20134,97.82313185769115,101.03738821028627,IV 2013
Warszawa,city,2013Q4,2013,4,20134,100.93319501456959,98.53376464039113,IV 2013
Wrocław,city,2013Q4,2013,4,20134,98.98190045248867,93.1842385516507,IV 2013
Zielona Góra,city,2013Q4,2013,4,20134,108.5103253045116,103.78292511394017,IV 2013
Łódź,city,2013Q4,2013,4,20134,100.34965034965036,94.8864888692969,IV 2013
Białystok,city,2014Q4,2014,4,20144,97.00854700854701,98.26839826839826,IV 2014
Bydgoszcz,city,2014Q4,2014,4,20144,97.28601252609604,101.08459869848157,IV 2014
Katowice,city,2014Q4,2014,4,20144,92.89531674428932,111.97444096479575,IV 2014
Kielce,city,2014Q4,2014,4,20144,98.94100815639165,97.77670714092217,IV 2014
Kraków,city,2014Q4,2014,4,20144,99.38975016672956,102.66433193068083,IV 2014
Lublin,city,2014Q4,2014,4,20144,99.93535315697065,102.10839545223764,IV 2014
Olsztyn,city,2014Q4,2014,4,20144,95.15461672473867,94.81393078008028,IV 2014
Opole,city,2014Q4,2014,4,20144,101.02660244458733,102.20469857950488,IV 2014
Poznań,city,2014Q4,2014,4,20144,99.97311430884035,108.12472545762634,IV 2014
Rzeszów,city,2014Q4,2014,4,20144,99.9131190269331,99.9131190269331,IV 2014
Szczecin,city,2014Q4,2014,4,20144,101.04821094542751,102.12436573932693,IV 2014
Trójmiasto,city_group,2014Q4,2014,4,20144,99.2979456022864,102.00249254862011,IV 2014
Warszawa,city,2014Q4,2014,4,20144,100.86071216251106,102.08744426832823,IV 2014
Wrocław,city,2014Q4,2014,4,20144,97.33629300776916,100.22857142857143,IV 2014
Zielona Góra,city,2014Q4,2014,4,20144,93.23385013172002,89.29843554082412,IV 2014
Łódź,city,2014Q4,2014,4,20144,99.51501154734413,100.09291521486645,IV 2014
Białystok,city,2015Q4,2015,4,20154,98.71657754010695,101.65198237885463,IV 2015
Bydgoszcz,city,2015Q4,2015,4,20154,99.47970863683663,102.57510729613732,IV 2015
Katowice,city,2015Q4,2015,4,20154,99.18282312749675,98.83567074400425,IV 2015
Kielce,city,2015Q4,2015,4,20154,97.67204876855561,97.7243357192478,IV 2015
Kraków,city,2015Q4,2015,4,20154,100.31412153561861,98.73549457085407,IV 2015
Lublin,city,2015Q4,2015,4,20154,98.92624184646262,100.10531265254808,IV 2015
Olsztyn,city,2015Q4,2015,4,20154,99.15670367207514,106.29362627302895,IV 2015
Opole,city,2015Q4,2015,4,20154,104.33649621513821,103.09006259208151,IV 2015
Poznań,city,2015Q4,2015,4,20154,98.43572537675004,99.96725029814876,IV 2015
Rzeszów,city,2015Q4,2015,4,20154,102.65251989389921,100.95652173913044,IV 2015
Szczecin,city,2015Q4,2015,4,20154,95.66220967772136,96.64388361818048,IV 2015
Trójmiasto,city_group,2015Q4,2015,4,20154,98.8985329279201,104.74670476560004,IV 2015
Warszawa,city,2015Q4,2015,4,20154,103.16467697540723,100.52743045996313,IV 2015
Wrocław,city,2015Q4,2015,4,20154,100.96878363832076,106.95553021664766,IV 2015
Zielona Góra,city,2015Q4,2015,4,20154,103.40561457953544,109.52058332469284,IV 2015
Łódź,city,2015Q4,2015,4,20154,99.1684702130083,101.02111858899976,IV 2015
Białystok,city,2016Q4,2016,4,20164,103.89473684210526,106.93391115926327,IV 2016
Bydgoszcz,city,2016Q4,2016,4,20164,99.5995995995996,104.07949790794979,IV 2016
Katowice,city,2016Q4,2016,4,20164,99.01003092993483,101.78634900763876,IV 2016
Kielce,city,2016Q4,2016,4,20164,97.53327441945596,94.1160349353318,IV 2016
Kraków,city,2016Q4,2016,4,20164,99.20701845012341,107.6615298335362,IV 2016
Lublin,city,2016Q4,2016,4,20164,100.86369502630794,103.06350172448772,IV 2016
Olsztyn,city,2016Q4,2016,4,20164,98.0439330543933,100.90429540316504,IV 2016
Opole,city,2016Q4,2016,4,20164,100.97759180301394,103.99017653036711,IV 2016
Poznań,city,2016Q4,2016,4,20164,101.16286159967005,103.91043977039978,IV 2016
Rzeszów,city,2016Q4,2016,4,20164,101.39130434782608,100.43066322136089,IV 2016
Szczecin,city,2016Q4,2016,4,20164,100.09638432130193,108.83306828395838,IV 2016
Trójmiasto,city_group,2016Q4,2016,4,20164,101.79793171978686,108.29648210571254,IV 2016
Warszawa,city,2016Q4,2016,4,20164,98.56075671265768,101.02752017129487,IV 2016
Wrocław,city,2016Q4,2016,4,20164,106.48648648648648,105.01066098081024,IV 2016
Zielona Góra,city,2016Q4,2016,4,20164,100.44453163471643,100.03879033426988,IV 2016
Łódź,city,2016Q4,2016,4,20164,100.87386455099461,100.76958419480817,IV 2016
Białystok,city,2017Q4,2017,4,20174,100.52539332383694,100.84555654203984,IV 2017
Bydgoszcz,city,2017Q4,2017,4,20174,101.2512030798845,105.7286432160804,IV 2017
Katowice,city,2017Q4,2017,4,20174,97.54088321849038,106.90922465178099,IV 2017
Kielce,city,2017Q4,2017,4,20174,100.54567681950115,103.66421680609167,IV 2017
Kraków,city,2017Q4,2017,4,20174,102.62019944668306,102.86755059616823,IV 2017
Lublin,city,2017Q4,2017,4,20174,101.76337306669292,101.6732283464567,IV 2017
Olsztyn,city,2017Q4,2017,4,20174,98.38027442484267,101.73903766136776,IV 2017
Opole,city,2017Q4,2017,4,20174,99.30467670588467,101.95057112745818,IV 2017
Poznań,city,2017Q4,2017,4,20174,101.41465838002355,101.21196451807761,IV 2017
Rzeszów,city,2017Q4,2017,4,20174,98.14814814814815,100.0,IV 2017
Szczecin,city,2017Q4,2017,4,20174,102.4781014999697,108.19480177177807,IV 2017
Trójmiasto,city_group,2017Q4,2017,4,20174,100.68438701500541,109.07444457297511,IV 2017
Warszawa,city,2017Q4,2017,4,20174,102.2914520236438,105.83724452089531,IV 2017
Wrocław,city,2017Q4,2017,4,20174,101.97238658777121,104.97461928934011,IV 2017
Zielona Góra,city,2017Q4,2017,4,20174,100.04824088037789,104.58601579093676,IV 2017
Łódź,city,2017Q4,2017,4,20174,100.56965302951839,110.6804969793685,IV 2017
Białystok,city,2018Q4,2018,4,20184,102.62417994376759,110.01203527879059,IV 2018
Bydgoszcz,city,2018Q4,2018,4,20184,102.31729055258467,109.12547528517109,IV 2018
Katowice,city,2018Q4,2018,4,20184,102.59446889733049,110.70189592793088,IV 2018
Kielce,city,2018Q4,2018,4,20184,99.79315918401595,103.85023727677503,IV 2018
Kraków,city,2018Q4,2018,4,20184,100.45760731231701,109.5576977331421,IV 2018
Lublin,city,2018Q4,2018,4,20184,100.7520210565896,103.75605033881898,IV 2018
Olsztyn,city,2018Q4,2018,4,20184,103.25488707534637,114.10444630872483,IV 2018
Opole,city,2018Q4,2018,4,20184,106.74904523938152,108.17427311556737,IV 2018
Poznań,city,2018Q4,2018,4,20184,102.48126499182743,109.62216250340376,IV 2018
Rzeszów,city,2018Q4,2018,4,20184,100.46656298600311,110.80617495711836,IV 2018
Szczecin,city,2018Q4,2018,4,20184,105.7360316717959,113.4008473298958,IV 2018
Trójmiasto,city_group,2018Q4,2018,4,20184,102.12420536283295,111.61975047663178,IV 2018
Warszawa,city,2018Q4,2018,4,20184,104.29309156293584,107.26537969333536,IV 2018
Wrocław,city,2018Q4,2018,4,20184,96.56084656084656,105.89941972920695,IV 2018
Zielona Góra,city,2018Q4,2018,4,20184,96.96445103345376,104.72093310703987,IV 2018
Łódź,city,2018Q4,2018,4,20184,103.28096118299446,115.0875386199794,IV 2018
Białystok,city,2019Q4,2019,4,20194,98.82464476691389,110.4746867572904,IV 2019
Bydgoszcz,city,2019Q4,2019,4,20194,105.43900543900544,118.20557491289199,IV 2019
Katowice,city,2019Q4,2019,4,20194,101.58949138556915,113.19392546032445,IV 2019
Kielce,city,2019Q4,2019,4,20194,103.17723321327279,113.39467473318263,IV 2019
Kraków,city,2019Q4,2019,4,20194,102.15791166657364,111.58753867262787,IV 2019
Lublin,city,2019Q4,2019,4,20194,102.9585798816568,113.64060459040866,IV 2019
Olsztyn,city,2019Q4,2019,4,20194,104.91997628927089,113.8682106424042,IV 2019
Opole,city,2019Q4,2019,4,20194,100.56046065719089,108.16289465548188,IV 2019
Poznań,city,2019Q4,2019,4,20194,102.89296237081615,107.69509982617747,IV 2019
Rzeszów,city,2019Q4,2019,4,20194,101.01010101010101,108.35913312693499,IV 2019
Szczecin,city,2019Q4,2019,4,20194,103.19115038246538,113.00267134700452,IV 2019
Trójmiasto,city_group,2019Q4,2019,4,20194,104.08660460956524,111.94773569138967,IV 2019
Warszawa,city,2019Q4,2019,4,20194,102.82167869977219,110.2668325036689,IV 2019
Wrocław,city,2019Q4,2019,4,20194,108.8113050706567,119.54337899543378,IV 2019
Zielona Góra,city,2019Q4,2019,4,20194,105.78930322543334,123.02632228758033,IV 2019
Łódź,city,2019Q4,2019,4,20194,103.79986811737554,112.68903803131991,IV 2019
Białystok,city,2020Q4,2020,4,20204,102.19909015143078,111.77121594812849,IV 2020
Bydgoszcz,city,2020Q4,2020,4,20204,103.7174721189591,102.80029476787031,IV 2020
Katowice,city,2020Q4,2020,4,20204,99.34376750603523,110.8651088483619,IV 2020
Kielce,city,2020Q4,2020,4,20204,100.93329412552873,106.95543168629706,IV 2020
Kraków,city,2020Q4,2020,4,20204,99.69882828026539,112.29646309899827,IV 2020
Lublin,city,2020Q4,2020,4,20204,101.28301886792453,110.1806239737274,IV 2020
Olsztyn,city,2020Q4,2020,4,20204,100.1780185758514,104.46327683615819,IV 2020
Opole,city,2020Q4,2020,4,20204,102.53868816809822,112.877442731956,IV 2020
Poznań,city,2020Q4,2020,4,20204,100.6693048389462,105.80011070120416,IV 2020
Rzeszów,city,2020Q4,2020,4,20204,102.708192281652,108.35714285714285,IV 2020
Szczecin,city,2020Q4,2020,4,20204,100.4769858504478,108.37180299366157,IV 2020
Trójmiasto,city_group,2020Q4,2020,4,20204,99.32186160207618,103.89315106117924,IV 2020
Warszawa,city,2020Q4,2020,4,20204,105.04374328762796,107.41618199536464,IV 2020
Wrocław,city,2020Q4,2020,4,20204,103.74680670278124,105.66728048190008,IV 2020
Zielona Góra,city,2020Q4,2020,4,20204,110.04162814482319,109.16193033783172,IV 2020
Łódź,city,2020Q4,2020,4,20204,94.2281591542253,104.74866989597396,IV 2020
Białystok,city,2021Q4,2021,4,20214,103.74614913751279,116.21149262326243,IV 2021
Bydgoszcz,city,2021Q4,2021,4,20214,109.16083916083916,111.89964157706093,IV 2021
Katowice,city,2021Q4,2021,4,20214,98.31670870712486,111.47685436881478,IV 2021
Kielce,city,2021Q4,2021,4,20214,105.29095302400238,117.2294565266027,IV 2021
Kraków,city,2021Q4,2021,4,20214,101.52834313397034,113.90654527131568,IV 2021
Lublin,city,2021Q4,2021,4,20214,101.6139878950908,112.59314456035767,IV 2021
Olsztyn,city,2021Q4,2021,4,20214,102.31624894395947,112.28463261994902,IV 2021
Opole,city,2021Q4,2021,4,20214,101.36909911509291,105.48232643082551,IV 2021
Poznań,city,2021Q4,2021,4,20214,102.91035968315636,109.78002120982295,IV 2021
Rzeszów,city,2021Q4,2021,4,20214,104.30247718383312,105.47132498352012,IV 2021
Szczecin,city,2021Q4,2021,4,20214,105.1780727668958,114.51529375137619,IV 2021
Trójmiasto,city_group,2021Q4,2021,4,20214,107.14214261338458,110.95813348323927,IV 2021
Warszawa,city,2021Q4,2021,4,20214,104.5538256232128,110.90349235511418,IV 2021
Wrocław,city,2021Q4,2021,4,20214,103.51009250731636,112.90515746586311,IV 2021
Zielona Góra,city,2021Q4,2021,4,20214,104.09045014168173,114.1332645240684,IV 2021
Łódź,city,2021Q4,2021,4,20214,100.24237527772166,112.87241300886967,IV 2021
Białystok,city,2022Q4,2022,4,20224,96.46723646723648,107.74596252741415,IV 2022
Bydgoszcz,city,2022Q4,2022,4,20224,99.31804091754493,102.62652146060218,IV 2022
Katowice,city,2022Q4,2022,4,20224,99.69247844215354,108.86102748261202,IV 2022
Kielce,city,2022Q4,2022,4,20224,99.5349294223252,113.95321568230048,IV 2022
Kraków,city,2022Q4,2022,4,20224,101.03767986325114,112.7871877307812,IV 2022
Lublin,city,2022Q4,2022,4,20224,94.44115907746895,105.6915949702184,IV 2022
Olsztyn,city,2022Q4,2022,4,20224,99.06542056074765,108.676804513865,IV 2022
Opole,city,2022Q4,2022,4,20224,99.9332015745149,111.55260838988784,IV 2022
Poznań,city,2022Q4,2022,4,20224,99.68851908821689,109.09134692492162,IV 2022
Rzeszów,city,2022Q4,2022,4,20224,99.12772585669781,99.4375,IV 2022
Szczecin,city,2022Q4,2022,4,20224,104.81865471722729,113.56675457276697,IV 2022
Trójmiasto,city_group,2022Q4,2022,4,20224,99.76307285498268,103.9882391261242,IV 2022
Warszawa,city,2022Q4,2022,4,20224,101.6206960425483,105.2215861468682,IV 2022
Wrocław,city,2022Q4,2022,4,20224,106.10637715085882,116.09467710055861,IV 2022
Zielona Góra,city,2022Q4,2022,4,20224,97.27459693072875,110.18164736069606,IV 2022
Łódź,city,2022Q4,2022,4,20224,94.18290509858022,110.04768621129695,IV 2022
Białystok,city,2023Q4,2023,4,20234,101.88781014023733,111.57708210277613,IV 2023
Bydgoszcz,city,2023Q4,2023,4,20234,109.71962616822431,109.92509363295882,IV 2023
Katowice,city,2023Q4,2023,4,20234,107.35113961952658,113.41564800590459,IV 2023
Kielce,city,2023Q4,2023,4,20234,106.41047359720955,108.33153959977105,IV 2023
Kraków,city,2023Q4,2023,4,20234,104.37450657444951,112.66780039206539,IV 2023
Lublin,city,2023Q4,2023,4,20234,100.92824601366743,110.97683155917346,IV 2023
Olsztyn,city,2023Q4,2023,4,20234,101.0830540928674,106.95833860959858,IV 2023
Opole,city,2023Q4,2023,4,20234,103.22660621335753,112.67974235281946,IV 2023
Poznań,city,2023Q4,2023,4,20234,105.2945723523517,112.45600485241498,IV 2023
Rzeszów,city,2023Q4,2023,4,20234,106.30681818181817,117.5989943431804,IV 2023
Szczecin,city,2023Q4,2023,4,20234,103.73973032714092,106.1877630844567,IV 2023
Trójmiasto,city_group,2023Q4,2023,4,20234,100.3786199772155,112.46604418084178,IV 2023
Warszawa,city,2023Q4,2023,4,20234,102.92934500033614,110.58738831155846,IV 2023
Wrocław,city,2023Q4,2023,4,20234,107.78370293479517,111.1216612993344,IV 2023
Zielona Góra,city,2023Q4,2023,4,20234,103.55547714720687,114.60017195843002,IV 2023
Łódź,city,2023Q4,2023,4,20234,101.84705679268082,108.02563320109857,IV 2023
Białystok,city,2024Q4,2024,4,20244,100.82872928176796,115.93435680254103,IV 2024
Bydgoszcz,city,2024Q4,2024,4,20244,101.45615018034253,104.48990644541745,IV 2024
Katowice,city,2024Q4,2024,4,20244,103.497459628951,114.02713877091175,IV 2024
Kielce,city,2024Q4,2024,4,20244,101.36329706374066,116.36178453376678,IV 2024
Kraków,city,2024Q4,2024,4,20244,100.73981674985986,120.98924041912358,IV 2024
Lublin,city,2024Q4,2024,4,20244,99.5,112.28347345257576,IV 2024
Olsztyn,city,2024Q4,2024,4,20244,99.19886154008329,111.41301130645829,IV 2024
Opole,city,2024Q4,2024,4,20244,100.21114676639212,112.7879360860561,IV 2024
Poznań,city,2024Q4,2024,4,20244,101.01605698910905,111.58586916606322,IV 2024
Rzeszów,city,2024Q4,2024,4,20244,98.4771573604061,114.05665419561733,IV 2024
Szczecin,city,2024Q4,2024,4,20244,94.52930681611788,107.20990609442835,IV 2024
Trójmiasto,city_group,2024Q4,2024,4,20244,101.20928144189433,110.84146638283214,IV 2024
Warszawa,city,2024Q4,2024,4,20244,99.5068739792292,109.98325704604453,IV 2024
Wrocław,city,2024Q4,2024,4,20244,101.44447202243838,111.55226872945627,IV 2024
Zielona Góra,city,2024Q4,2024,4,20244,97.17309672063979,109.11570296503832,IV 2024
Łódź,city,2024Q4,2024,4,20244,99.7742547842594,109.87005649717514,IV 2024
Białystok,city,2025Q4,2025,4,20254,101.49045179319982,99.49771689497717,IV 2025
Bydgoszcz,city,2025Q4,2025,4,20254,101.88391038696538,108.74602530299997,IV 2025
Katowice,city,2025Q4,2025,4,20254,97.34049186254518,98.77136788634448,IV 2025
Kielce,city,2025Q4,2025,4,20254,98.61240488479265,99.42028089575066,IV 2025
Kraków,city,2025Q4,2025,4,20254,101.65030210523327,100.48654019797512,IV 2025
Lublin,city,2025Q4,2025,4,20254,98.63961928567994,103.11557788944722,IV 2025
Olsztyn,city,2025Q4,2025,4,20254,99.73520776804085,104.47372615695234,IV 2025
Opole,city,2025Q4,2025,4,20254,96.61849985162154,105.27686312973972,IV 2025
Poznań,city,2025Q4,2025,4,20254,101.01863887455708,100.6249176837378,IV 2025
Rzeszów,city,2025Q4,2025,4,20254,96.75625579240037,97.8444236176195,IV 2025
Szczecin,city,2025Q4,2025,4,20254,100.98812344675072,101.69993020113634,IV 2025
Trójmiasto,city_group,2025Q4,2025,4,20254,100.6604392812338,105.35156979960279,IV 2025
Warszawa,city,2025Q4,2025,4,20254,103.30950880931815,101.76348187366054,IV 2025
Wrocław,city,2025Q4,2025,4,20254,97.72033365201995,97.56364172574034,IV 2025
Zielona Góra,city,2025Q4,2025,4,20254,104.53553897080666,115.7367110334613,IV 2025
Łódź,city,2025Q4,2025,4,20254,103.44827586206897,107.0602149431789,IV 2025
